151000 , 359900 , 3 , 219.183929 , 4.92999983
154006 , 299999 , 3 , 211.266907 , 4.92999983
154401 , 229000 , 3 , 212.037033 , 4.92999983
153428 , 274744 , 3 , 247.51712 , 4.92999983
147586 , 445000 , 3 , 232.012512 , 4.92999983
139427 , 337000 , 3 , 252.056839 , 4.92999983
152969 , 435000 , 3 , 226.798752 , 4.92999983
154091 , 340000 , 3 , 198.135193 , 4.92999983
138053 , 415000 , 3 , 234.066559 , 4.92999983
154276 , 319000 , 3 , 254.588989 , 4.92999983
152002 , 309000 , 3 , 245.238098 , 4.92999983
154528 , 449900 , 3 , 216.090302 , 4.92999983
151009 , 347500 , 3 , 225.064774 , 4.92999983
154455 , 319000 , 3 , 221.22052 , 4.92999983
146597 , 275000 , 3 , 192.982452 , 4.92999983
152806 , 400500 , 3 , 216.252701 , 4.92999983
152619 , 399000 , 3 , 247.518616 , 4.92999983
151864 , 280000 , 3 , 241.796204 , 4.92999983
152152 , 424900 , 3 , 221.302078 , 4.92999983
145789 , 388000 , 3 , 211.79039 , 4.92999983
152964 , 394920 , 3 , 211.413269 , 4.92999983
152978 , 295000 , 3 , 231.554153 , 4.92999983
153734 , 299900 , 3 , 223.472427 , 4.92999983
154332 , 339900 , 3 , 220.714279 , 4.92999983
153570 , 299900 , 3 , 214.520737 , 4.92999983
154317 , 440000 , 3 , 229.405624 , 4.92999983
148736 , 325000 , 3 , 249.233124 , 4.92999983
153791 , 322000 , 3 , 248.456787 , 4.92999983
153543 , 339000 , 3 , 180.800003 , 4.92999983
153411 , 425000 , 3 , 218.621399 , 4.92999983
151805 , 349000 , 3 , 196.067413 , 4.92999983
152998 , 425000 , 3 , 233.004379 , 4.92999983
148168 , 359000 , 3 , 233.420029 , 4.92999983
143217 , 405000 , 3 , 218.68251 , 4.92999983
141232 , 344900 , 3 , 193.113098 , 4.92999983
153774 , 373000 , 3 , 183.022568 , 4.92999983
153371 , 259900 , 3 , 222.707794 , 4.92999983
136282 , 323900 , 3 , 258.499603 , 4.92999983
154060 , 208900 , 3 , 178.394531 , 4.92999983
149024 , 300900 , 3 , 215.698929 , 4.92999983
137090 , 289900 , 3 , 207.071426 , 4.92999983
153000 , 267191 , 3 , 216.875809 , 4.92999983
154474 , 299000 , 3 , 227.203644 , 4.92999983
153377 , 479000 , 3 , 228.967499 , 4.92999983
152794 , 473000 , 3 , 219.89772 , 4.92999983
154329 , 329500 , 3 , 217.205017 , 4.92999983
154034 , 299000 , 3 , 213.266769 , 4.92999983
143252 , 359000 , 3 , 232.212158 , 4.92999983
151249 , 354999 , 3 , 184.799057 , 4.92999983
153850 , 221000 , 3 , 187.288132 , 4.92999983
153955 , 385000 , 3 , 214.126801 , 4.92999983
154131 , 285500 , 3 , 226.407608 , 4.92999983
151498 , 259900 , 3 , 244.266922 , 4.92999983
154442 , 424000 , 3 , 198.316177 , 4.92999983
153872 , 344900 , 3 , 181.909286 , 4.92999983
153370 , 218900 , 3 , 186.93425 , 4.92999983
152565 , 289900 , 3 , 201.319443 , 4.92999983
153876 , 222000 , 3 , 193.886459 , 4.92999983
144312 , 473500 , 3 , 220.130173 , 4.92999983
151534 , 379999 , 3 , 207.876907 , 4.92999983
154074 , 289900 , 3 , 198.425735 , 4.92999983
