149401 , 299000 , 3 , 2 , 1503 , 198.935455
152978 , 295000 , 3 , 2 , 1274 , 231.554153
154034 , 299000 , 3 , 2 , 1402 , 213.266769
149024 , 300900 , 3 , 2 , 1395 , 215.698929
154474 , 299000 , 3 , 2 , 1316 , 227.203644
153570 , 299900 , 3 , 2 , 1398 , 214.520737
137090 , 289900 , 3 , 2 , 1400 , 207.071426
154131 , 285500 , 3 , 2 , 1261 , 226.407608
154161 , 300000 , 3 , 2 , 1368 , 219.298248
154006 , 299999 , 3 , 2 , 1420 , 211.266907
153734 , 299900 , 3 , 2 , 1342 , 223.472427
147603 , 295000 , 3 , 2 , 1356 , 217.55162
154489 , 282000 , 3 , 2 , 1351 , 208.734268
154074 , 289900 , 3 , 2 , 1461 , 198.425735
