152978 , 295000 , 3 , 2 , 1274 , 231.554153
154074 , 289900 , 3 , 2 , 1461 , 198.425735
154161 , 300000 , 3 , 2 , 1368 , 219.298248
149024 , 300900 , 3 , 2 , 1395 , 215.698929
149401 , 299000 , 3 , 2 , 1503 , 198.935455
154474 , 299000 , 3 , 2 , 1316 , 227.203644
154034 , 299000 , 3 , 2 , 1402 , 213.266769
154006 , 299999 , 3 , 2 , 1420 , 211.266907
153570 , 299900 , 3 , 2 , 1398 , 214.520737
147603 , 295000 , 3 , 2 , 1356 , 217.55162
152002 , 309000 , 3 , 2 , 1260 , 245.238098
137090 , 289900 , 3 , 2 , 1400 , 207.071426
153734 , 299900 , 3 , 2 , 1342 , 223.472427
