null , 544900.0 , 2.0 , 1.6818181818181819 , 1127.1818181818182 , 477.4414755909091
null , 1252166.6666666667 , 3.7777777777777777 , 3.111111111111111 , 2952.222222222222 , 422.40070944444443
null , 347131.2121212121 , 2.0 , 2.0 , 1178.1515151515152 , 293.7665909393939
null , 97802.0 , 1.8888888888888888 , 2.0 , 1088.6666666666667 , 92.08430673333334
null , 218084.0909090909 , 3.0 , 2.0 , 1242.4545454545455 , 175.84391263636365
null , 419691.38095238095 , 3.0 , 2.0 , 1865.7142857142858 , 224.76704619047618
null , 1562000.0 , 3.3 , 2.8 , 2270.4 , 695.9935119
null , 299231.75 , 3.0 , 2.0 , 1356.892857142857 , 220.95378153571428
null , 667081.25 , 2.9375 , 2.0 , 2043.0 , 327.185869375
null , 686564.2857142857 , 4.071428571428571 , 2.0714285714285716 , 2004.0714285714287 , 342.48730242857135
null , 1350000.0 , 10.0 , 11.0 , 5000.0 , 270.0
null , 250138.6 , 3.0 , 1.0 , 1075.2 , 228.77264
null , 352780.9090909091 , 4.0 , 2.0 , 1404.1818181818182 , 251.1369413636364
null , 306585.77777777775 , 3.0 , 2.0 , 1106.7777777777778 , 276.9078003888889
null , 508373.1785714286 , 4.0 , 2.9642857142857144 , 2428.6428571428573 , 208.94882892857137
null , 989400.0 , 5.5 , 4.333333333333333 , 3024.6666666666665 , 327.02384433333333
null , 383587.0416666667 , 3.0 , 2.0 , 1610.7916666666667 , 237.92774016666667
null , 652790.0 , 2.0 , 1.2 , 863.9 , 777.395105
null , 96144.5 , 3.0 , 2.2 , 1386.5 , 69.85298035999999
null , 419204.4222222222 , 2.977777777777778 , 3.0 , 1824.911111111111 , 231.3231320222222
null , 1674625.0 , 4.125 , 4.5 , 4570.625 , 374.57694050000003
null , 409621.25 , 3.0 , 2.1875 , 1196.0625 , 342.47190668750005
null , 583860.0 , 4.75 , 3.1 , 2984.05 , 198.26826872
null , 3830000.0 , 3.6666666666666665 , 3.3333333333333335 , 2941.0 , 1295.8218166666668
null , 694573.6842105263 , 3.0526315789473686 , 2.0526315789473686 , 1319.1052631578948 , 524.8377138947368
null , 2549000.0 , 4.75 , 5.75 , 6049.75 , 420.53449624999996
null , 831957.4444444445 , 2.6666666666666665 , 2.9444444444444446 , 1776.611111111111 , 469.28355744444445
null , 488172.7272727273 , 3.0 , 2.0 , 2242.2727272727275 , 217.6480573636364
null , 380495.652173913 , 3.0 , 2.0 , 1348.5652173913043 , 282.34343608695656
null , 265572.7272727273 , 3.0 , 2.0 , 1599.0 , 165.6495513636364
null , 433668.5833333333 , 4.166666666666667 , 3.0 , 1859.25 , 231.95962941666667
null , 411873.9130434783 , 4.086956521739131 , 2.0 , 1939.1739130434783 , 212.88006658695647
null , 791280.3076923077 , 2.9615384615384617 , 3.0 , 2455.076923076923 , 324.8685960384616
null , 226307.25 , 2.0 , 1.0 , 990.9166666666666 , 227.59949486666667
null , 495842.1052631579 , 3.0 , 2.0 , 1609.6842105263158 , 308.6210312631579
null , 535000.0 , 5.0 , 6.0 , 3700.0 , 144.594589
null , 964686.6666666666 , 4.066666666666666 , 3.6666666666666665 , 3430.0666666666666 , 281.82978106666667
null , 646987.5 , 3.0 , 2.0 , 1589.9375 , 407.7497615625
null , 190297.16666666666 , 1.0 , 1.1666666666666667 , 580.6666666666666 , 331.12228650000003
null , 1119191.4285714286 , 3.0 , 3.2857142857142856 , 3491.8571428571427 , 319.96115114285715
