null , 472500.0 , 2.0 , 1.0
null , 1024950.0 , 4.0 , 3.0
null , 253925.0 , 2.0 , 2.0
null , 141459.0 , 2.0 , 2.0
null , 202600.0 , 3.0 , 2.0
null , 384633.3333333333 , 3.0 , 2.0
null , 1595000.0 , 3.0 , 3.0
null , 295000.0 , 3.0 , 2.0
null , 568500.0 , 3.0 , 2.0
null , 799000.0 , 4.0 , 3.0
null , 699000.0 , 7.0 , 5.0
null , 353159.8 , 3.0 , 1.0
null , 433983.3333333333 , 4.0 , 2.0
null , 227914.2857142857 , 3.0 , 2.0
null , 528500.0 , 4.0 , 3.0
null , 1430500.0 , 5.0 , 4.6
null , 319500.0 , 3.0 , 2.0
null , 743737.5 , 3.0 , 2.0
null , 240575.0 , 3.0 , 2.0
null , 405512.5 , 3.0 , 3.0
null , 1580750.0 , 4.0 , 4.0
null , 311333.3333333333 , 3.0 , 2.0
null , 887125.0 , 4.0 , 3.0
null , 1224666.6666666667 , 3.0 , 4.0
null , 360300.0 , 3.0 , 2.0
null , 1215000.0 , 4.0 , 4.0
null , 408316.6666666667 , 3.0 , 2.0
null , 324974.75 , 3.0 , 2.0
null , 289900.0 , 3.0 , 2.0
null , 664700.0 , 4.0 , 3.0
null , 468000.0 , 4.0 , 3.0
null , 699333.3333333334 , 3.0 , 3.0
null , 199000.0 , 2.0 , 1.0
null , 367495.0 , 3.0 , 2.0
null , 535000.0 , 5.0 , 6.0
null , 1288750.0 , 4.0 , 3.0
null , 442633.1666666667 , 3.0 , 2.0
null , 200472.875 , 1.0 , 1.25
null , 736808.5 , 3.0 , 3.0
null , 369250.0 , 3.0 , 2.0
null , 399225.0 , 3.0 , 2.0
null , 414450.0 , 4.0 , 2.0
null , 613200.0 , 4.0 , 3.0
null , 828771.4285714285 , 4.0 , 4.0
null , 315750.0 , 2.0 , 2.0
null , 467977.77777777775 , 3.0 , 3.0
null , 661975.0 , 4.0 , 2.0
null , 85000.0 , 2.0 , 1.0
null , 647528.5714285715 , 3.0 , 2.0
null , 529000.0 , 3.0 , 2.0
null , 535000.0 , 3.0 , 2.0
null , 550033.3333333334 , 3.0 , 2.0
null , 281000.0 , 3.0 , 2.0
null , 2499000.0 , 6.0 , 7.0
null , 424787.5 , 3.0 , 2.0
null , 509500.0 , 4.0 , 3.0
null , 416000.0 , 3.0 , 2.0
null , 353360.0 , 2.0 , 2.0
null , 609200.0 , 3.0 , 3.0
