151824 , 542000 , 3 , 2 , 1784 , 4.92999983 , 102216 , 12.8500004
147586 , 445000 , 3 , 2 , 1918 , 4.92999983 , 102216 , 12.8500004
151534 , 379999 , 3 , 2 , 1828 , 4.92999983 , 102216 , 12.8500004
151805 , 349000 , 3 , 2 , 1780 , 4.92999983 , 102216 , 12.8500004
152969 , 435000 , 3 , 2 , 1918 , 4.92999983 , 102216 , 12.8500004
145789 , 388000 , 3 , 2 , 1832 , 4.92999983 , 102216 , 12.8500004
138053 , 415000 , 3 , 2 , 1773 , 4.92999983 , 102216 , 12.8500004
152139 , 510000 , 3 , 2 , 1916 , 4.92999983 , 102216 , 12.8500004
153872 , 344900 , 3 , 2 , 1896 , 4.92999983 , 102216 , 12.8500004
153955 , 385000 , 3 , 2 , 1798 , 4.92999983 , 102216 , 12.8500004
152964 , 394920 , 3 , 2 , 1868 , 4.92999983 , 102216 , 12.8500004
151000 , 359900 , 3 , 2 , 1642 , 4.92999983 , 102216 , 12.8500004
153556 , 475000 , 3 , 2 , 1714 , 4.92999983 , 102216 , 12.8500004
154317 , 440000 , 3 , 2 , 1918 , 4.92999983 , 102216 , 12.8500004
153288 , 269900 , 3 , 2 , 1688 , 4.92999983 , 102216 , 12.8500004
153543 , 339000 , 3 , 2 , 1875 , 4.92999983 , 102216 , 12.8500004
153900 , 295000 , 3 , 2 , 1654 , 4.92999983 , 102216 , 12.8500004
154091 , 340000 , 3 , 2 , 1716 , 4.92999983 , 102216 , 12.8500004
152152 , 424900 , 3 , 2 , 1920 , 4.92999983 , 102216 , 12.8500004
