154276 , 319000 , 3 , 2 , 1253 , 4.92999983 , 102216 , 12.8500004
154060 , 208900 , 3 , 2 , 1171 , 4.92999983 , 102216 , 12.8500004
138730 , 365000 , 3 , 2 , 1325 , 4.92999983 , 102216 , 12.8500004
153791 , 322000 , 3 , 2 , 1296 , 4.92999983 , 102216 , 12.8500004
140395 , 337500 , 3 , 2 , 1124 , 4.92999983 , 102216 , 12.8500004
151864 , 280000 , 3 , 2 , 1158 , 4.92999983 , 102216 , 12.8500004
152227 , 389900 , 3 , 2 , 1400 , 4.92999983 , 102216 , 12.8500004
154074 , 289900 , 3 , 2 , 1461 , 4.92999983 , 102216 , 12.8500004
154223 , 227000 , 3 , 2 , 1288 , 4.92999983 , 102216 , 12.8500004
154455 , 319000 , 3 , 2 , 1442 , 4.92999983 , 102216 , 12.8500004
154006 , 299999 , 3 , 2 , 1420 , 4.92999983 , 102216 , 12.8500004
154279 , 229500 , 3 , 2 , 1439 , 4.92999983 , 102216 , 12.8500004
153734 , 299900 , 3 , 2 , 1342 , 4.92999983 , 102216 , 12.8500004
146597 , 275000 , 3 , 2 , 1425 , 4.92999983 , 102216 , 12.8500004
146986 , 425000 , 3 , 2 , 1255 , 4.92999983 , 102216 , 12.8500004
153428 , 274744 , 3 , 2 , 1110 , 4.92999983 , 102216 , 12.8500004
153432 , 299500 , 3 , 2 , 1110 , 4.92999983 , 102216 , 12.8500004
148736 , 325000 , 3 , 2 , 1304 , 4.92999983 , 102216 , 12.8500004
154034 , 299000 , 3 , 2 , 1402 , 4.92999983 , 102216 , 12.8500004
145448 , 379000 , 3 , 2 , 1245 , 4.92999983 , 102216 , 12.8500004
150294 , 367990 , 3 , 2 , 1100 , 4.92999983 , 102216 , 12.8500004
154131 , 285500 , 3 , 2 , 1261 , 4.92999983 , 102216 , 12.8500004
153570 , 299900 , 3 , 2 , 1398 , 4.92999983 , 102216 , 12.8500004
150981 , 310000 , 3 , 2 , 1157 , 4.92999983 , 102216 , 12.8500004
140460 , 335000 , 3 , 2 , 1190 , 4.92999983 , 102216 , 12.8500004
153850 , 221000 , 3 , 2 , 1180 , 4.92999983 , 102216 , 12.8500004
154322 , 365000 , 3 , 2 , 1352 , 4.92999983 , 102216 , 12.8500004
154145 , 217000 , 3 , 2 , 1241 , 4.92999983 , 102216 , 12.8500004
153668 , 198000 , 3 , 2 , 1191 , 4.92999983 , 102216 , 12.8500004
153370 , 218900 , 3 , 2 , 1171 , 4.92999983 , 102216 , 12.8500004
152002 , 309000 , 3 , 2 , 1260 , 4.92999983 , 102216 , 12.8500004
149024 , 300900 , 3 , 2 , 1395 , 4.92999983 , 102216 , 12.8500004
151772 , 195000 , 3 , 2 , 1226 , 4.92999983 , 102216 , 12.8500004
154414 , 300000 , 3 , 2 , 1100 , 4.92999983 , 102216 , 12.8500004
141188 , 388000 , 3 , 2 , 1258 , 4.92999983 , 102216 , 12.8500004
153000 , 267191 , 3 , 2 , 1232 , 4.92999983 , 102216 , 12.8500004
152154 , 399900 , 3 , 2 , 1395 , 4.92999983 , 102216 , 12.8500004
152978 , 295000 , 3 , 2 , 1274 , 4.92999983 , 102216 , 12.8500004
137090 , 289900 , 3 , 2 , 1400 , 4.92999983 , 102216 , 12.8500004
154474 , 299000 , 3 , 2 , 1316 , 4.92999983 , 102216 , 12.8500004
154171 , 425500 , 3 , 2 , 1428 , 4.92999983 , 102216 , 12.8500004
139427 , 337000 , 3 , 2 , 1337 , 4.92999983 , 102216 , 12.8500004
153371 , 259900 , 3 , 2 , 1167 , 4.92999983 , 102216 , 12.8500004
153876 , 222000 , 3 , 2 , 1145 , 4.92999983 , 102216 , 12.8500004
