@RELATION test
@ATTRIBUTE price NUMERIC 
@ATTRIBUTE beds NUMERIC 
@ATTRIBUTE baths NUMERIC 
@ATTRIBUTE size NUMERIC 
@ATTRIBUTE pricesqrf NUMERIC 
@ATTRIBUTE prc_college NUMERIC 


@DATA 
259900 , 2 , 2 , 1078 , 241.09462 , 12.8500004
390000 , 3 , 2 , 2381 , 163.796722 , 12.8500004
319000 , 3 , 2 , 1442 , 221.22052 , 12.8500004
319000 , 2 , 2 , 1300 , 245.384613 , 12.8500004
35000 , 2 , 2 , 1140 , 30.7017536 , 12.8500004
449900 , 3 , 2 , 2082 , 216.090302 , 12.8500004
323900 , 3 , 1 , 1253 , 258.499603 , 12.8500004
359000 , 4 , 2 , 1460 , 245.890411 , 12.8500004
289900 , 3 , 2 , 1400 , 207.071426 , 12.8500004
415000 , 3 , 2 , 1773 , 234.066559 , 12.8500004
365000 , 3 , 2 , 1325 , 275.47171 , 12.8500004
337000 , 3 , 2 , 1337 , 252.056839 , 12.8500004
430000 , 3 , 2 , 1619 , 265.596039 , 12.8500004
337500 , 3 , 2 , 1124 , 300.266907 , 12.8500004
335000 , 3 , 2 , 1190 , 281.512604 , 12.8500004
468000 , 4 , 3 , 2107 , 222.11676 , 12.8500004
379000 , 4 , 2 , 1316 , 287.993927 , 12.8500004
388000 , 3 , 2 , 1258 , 308.426086 , 12.8500004
525000 , 3 , 2 , 2300 , 228.260864 , 12.8500004
344900 , 3 , 3 , 1786 , 193.113098 , 12.8500004
425000 , 3 , 2 , 1603 , 265.127899 , 12.8500004
189900 , 2 , 2 , 1100 , 172.636368 , 12.8500004
459900 , 4 , 3 , 2352 , 195.535721 , 12.8500004
349000 , 4 , 2 , 1288 , 270.962738 , 12.8500004
559000 , 4 , 3 , 2569 , 217.594391 , 12.8500004
585000 , 4 , 3 , 2606 , 224.481964 , 12.8500004
499900 , 4 , 3 , 1966 , 254.272629 , 12.8500004
405000 , 3 , 3 , 1852 , 218.68251 , 12.8500004
359000 , 3 , 3 , 1546 , 232.212158 , 12.8500004
473500 , 3 , 3 , 2151 , 220.130173 , 12.8500004
409000 , 4 , 3 , 1878 , 217.784882 , 12.8500004
379000 , 3 , 2 , 1245 , 304.417664 , 12.8500004
33000 , 1 , 2 , 1000 , 33 , 12.8500004
388000 , 3 , 2 , 1832 , 211.79039 , 12.8500004
155000 , 2 , 1 , 882 , 175.736969 , 12.8500004
895000 , 3 , 2 , 1572 , 569.33844 , 12.8500004
275000 , 3 , 2 , 1425 , 192.982452 , 12.8500004
265000 , 3 , 3 , 1580 , 167.721512 , 12.8500004
399900 , 4 , 3 , 2203 , 181.525192 , 12.8500004
425000 , 3 , 2 , 1255 , 338.645416 , 12.8500004
699000 , 2 , 3 , 1430 , 488.811188 , 3.19000006
439900 , 4 , 3 , 2295 , 191.677567 , 12.8500004
324500 , 2 , 2 , 1151 , 281.928772 , 12.8500004
549000 , 4 , 3 , 2945 , 186.417664 , 12.8500004
445000 , 3 , 2 , 1918 , 232.012512 , 12.8500004
359900 , 4 , 3 , 1718 , 209.487778 , 12.8500004
359000 , 3 , 2 , 1538 , 233.420029 , 12.8500004
469000 , 4 , 2 , 2069 , 226.67955 , 12.8500004
325000 , 3 , 2 , 1304 , 249.233124 , 12.8500004
300900 , 3 , 2 , 1395 , 215.698929 , 12.8500004
454999 , 4 , 3 , 2295 , 198.256638 , 12.8500004
462990 , 2 , 2 , 1583 , 292.476318 , 12.8500004
19900 , 2 , 2 , 1056 , 18.844696 , 12.8500004
1190000 , 3 , 3 , 3971 , 299.672638 , 12.8500004
750000 , 3 , 1 , 948 , 791.139221 , 12.8500004
490000 , 5 , 3 , 2500 , 196 , 12.8500004
367990 , 3 , 2 , 1100 , 334.536377 , 12.8500004
355000 , 4 , 2 , 1761 , 201.590012 , 12.8500004
1150000 , 4 , 4 , 3750 , 306.666656 , 12.8500004
694500 , 3 , 3 , 2432 , 285.567444 , 12.8500004
569900 , 4 , 3 , 2576 , 221.234467 , 12.8500004
42500 , 3 , 2 , 1563 , 27.1912994 , 12.8500004
429900 , 3 , 3 , 1552 , 276.997437 , 12.8500004
210000 , 3 , 2 , 1491 , 140.845078 , 12.8500004
310000 , 3 , 2 , 1157 , 267.934326 , 12.8500004
359900 , 3 , 2 , 1642 , 219.183929 , 12.8500004
347500 , 3 , 2 , 1544 , 225.064774 , 12.8500004
644900 , 3 , 3 , 2980 , 216.409393 , 12.8500004
323000 , 3 , 3 , 1952 , 165.471313 , 12.8500004
375000 , 2 , 3 , 1805 , 207.756226 , 12.8500004
349900 , 4 , 3 , 2495 , 140.240479 , 12.8500004
241680 , 4 , 2 , 1469 , 164.520081 , 12.8500004
354999 , 3 , 3 , 1921 , 184.799057 , 12.8500004
299000 , 3 , 2 , 1080 , 276.851837 , 12.8500004
300000 , 3 , 2 , 1053 , 284.900299 , 12.8500004
389000 , 4 , 2 , 1747 , 222.667435 , 12.8500004
225000 , 2 , 2 , 1034 , 217.601547 , 12.8500004
259900 , 3 , 2 , 1064 , 244.266922 , 12.8500004
379999 , 3 , 2 , 1828 , 207.876907 , 12.8500004
699000 , 5 , 3 , 3199 , 218.505783 , 12.8500004
195000 , 3 , 2 , 1226 , 159.053833 , 12.8500004
349000 , 3 , 2 , 1780 , 196.067413 , 12.8500004
542000 , 3 , 2 , 1784 , 303.811646 , 12.8500004
269000 , 4 , 2 , 1371 , 196.207153 , 12.8500004
280000 , 3 , 2 , 1158 , 241.796204 , 12.8500004
529000 , 4 , 3 , 2455 , 215.478622 , 12.8500004
55000 , 3 , 2 , 1152 , 47.7430573 , 12.8500004
309000 , 3 , 2 , 1260 , 245.238098 , 12.8500004
199900 , 2 , 2 , 935 , 213.796799 , 12.8500004
510000 , 3 , 2 , 1916 , 266.179535 , 12.8500004
424900 , 3 , 2 , 1920 , 221.302078 , 12.8500004
399900 , 3 , 2 , 1395 , 286.666656 , 12.8500004
379900 , 4 , 2 , 1316 , 288.677826 , 12.8500004
459900 , 4 , 3 , 2302 , 199.782791 , 12.8500004
389900 , 3 , 2 , 1400 , 278.5 , 12.8500004
1200000 , 5 , 3 , 3570 , 336.13446 , 12.8500004
468000 , 4 , 3 , 2170 , 215.668198 , 12.8500004
419000 , 4 , 3 , 1689 , 248.07579 , 12.8500004
599900 , 4 , 3 , 2195 , 273.302948 , 12.8500004
289900 , 3 , 3 , 1440 , 201.319443 , 12.8500004
399000 , 3 , 2 , 1612 , 247.518616 , 12.8500004
1000000 , 4 , 4 , 3160 , 316.455688 , 12.8500004
725000 , 3 , 3 , 2731 , 265.47052 , 12.8500004
473000 , 3 , 3 , 2151 , 219.89772 , 12.8500004
400500 , 3 , 3 , 1852 , 216.252701 , 12.8500004
430000 , 3 , 3 , 1552 , 277.061859 , 12.8500004
394920 , 3 , 2 , 1868 , 211.413269 , 12.8500004
374000 , 4 , 3 , 1529 , 244.604309 , 12.8500004
435000 , 3 , 2 , 1918 , 226.798752 , 12.8500004
295000 , 3 , 2 , 1274 , 231.554153 , 12.8500004
425000 , 3 , 3 , 1824 , 233.004379 , 12.8500004
267191 , 3 , 2 , 1232 , 216.875809 , 12.8500004
530000 , 4 , 3 , 2425 , 218.556702 , 12.8500004
529000 , 5 , 3 , 2902 , 182.288071 , 12.8500004
409000 , 4 , 3 , 1868 , 218.950745 , 12.8500004
70000 , 2 , 2 , 1344 , 52.0833321 , 12.8500004
550000 , 5 , 3 , 2648 , 207.703934 , 12.8500004
269900 , 3 , 2 , 1688 , 159.893372 , 12.8500004
264900 , 3 , 1 , 988 , 268.117401 , 12.8500004
155000 , 2 , 2 , 969 , 159.958725 , 12.8500004
218900 , 3 , 2 , 1171 , 186.93425 , 12.8500004
259900 , 3 , 2 , 1167 , 222.707794 , 12.8500004
479000 , 3 , 2 , 2092 , 228.967499 , 12.8500004
425000 , 3 , 3 , 1944 , 218.621399 , 12.8500004
274744 , 3 , 2 , 1110 , 247.51712 , 12.8500004
299500 , 3 , 2 , 1110 , 269.819824 , 12.8500004
339000 , 3 , 2 , 1875 , 180.800003 , 12.8500004
475000 , 3 , 2 , 1714 , 277.129517 , 12.8500004
299900 , 3 , 2 , 1398 , 214.520737 , 12.8500004
800000 , 3 , 3 , 1631 , 490.496613 , 12.8500004
198000 , 3 , 2 , 1191 , 166.246857 , 12.8500004
299900 , 3 , 2 , 1342 , 223.472427 , 12.8500004
373000 , 3 , 3 , 2038 , 183.022568 , 12.8500004
322000 , 3 , 2 , 1296 , 248.456787 , 12.8500004
275000 , 3 , 2 , 1008 , 272.817474 , 12.8500004
221000 , 3 , 2 , 1180 , 187.288132 , 12.8500004
344900 , 3 , 2 , 1896 , 181.909286 , 12.8500004
222000 , 3 , 2 , 1145 , 193.886459 , 12.8500004
295000 , 3 , 2 , 1654 , 178.355499 , 12.8500004
575500 , 2 , 1 , 578 , 995.674744 , 12.8500004
519900 , 5 , 3 , 2200 , 236.318176 , 12.8500004
385000 , 3 , 2 , 1798 , 214.126801 , 12.8500004
243000 , 4 , 3 , 1477 , 164.522675 , 12.8500004
299999 , 3 , 2 , 1420 , 211.266907 , 12.8500004
299000 , 3 , 2 , 1402 , 213.266769 , 12.8500004
559000 , 3 , 3 , 2634 , 212.224747 , 12.8500004
208900 , 3 , 2 , 1171 , 178.394531 , 12.8500004
289900 , 3 , 2 , 1461 , 198.425735 , 12.8500004
829900 , 6 , 4 , 3213 , 258.294434 , 12.8500004
340000 , 3 , 2 , 1716 , 198.135193 , 12.8500004
509000 , 4 , 3 , 1830 , 278.14209 , 12.8500004
335500 , 4 , 3 , 1755 , 191.168091 , 12.8500004
285500 , 3 , 2 , 1261 , 226.407608 , 12.8500004
217000 , 3 , 2 , 1241 , 174.858978 , 12.8500004
72995 , 3 , 2 , 1722 , 42.3896637 , 12.8500004
109550 , 3 , 2 , 1536 , 71.3216171 , 12.8500004
425500 , 3 , 2 , 1428 , 297.969177 , 12.8500004
435000 , 5 , 4 , 2629 , 165.462158 , 12.8500004
272826 , 5 , 3 , 1589 , 171.696671 , 12.8500004
127918 , 2 , 2 , 953 , 134.226654 , 12.8500004
227000 , 3 , 2 , 1288 , 176.242233 , 12.8500004
319000 , 3 , 2 , 1253 , 254.588989 , 12.8500004
229500 , 3 , 2 , 1439 , 159.485748 , 12.8500004
378000 , 3 , 3 , 2150 , 175.81395 , 12.8500004
444900 , 4 , 3 , 2160 , 205.972229 , 12.8500004
364900 , 4 , 2 , 1999 , 182.541275 , 12.8500004
439000 , 4 , 3 , 2354 , 186.491074 , 12.8500004
440000 , 3 , 2 , 1918 , 229.405624 , 12.8500004
365000 , 3 , 2 , 1352 , 269.970428 , 12.8500004
329500 , 3 , 2 , 1517 , 217.205017 , 12.8500004
339900 , 3 , 2 , 1540 , 220.714279 , 12.8500004
59000 , 3 , 2 , 1440 , 40.9722214 , 12.8500004
407000 , 4 , 3 , 2280 , 178.508774 , 12.8500004
229000 , 3 , 2 , 1080 , 212.037033 , 12.8500004
305000 , 4 , 2 , 1541 , 197.923431 , 12.8500004
324900 , 4 , 2 , 1515 , 214.455444 , 12.8500004
300000 , 3 , 2 , 1100 , 272.727264 , 12.8500004
349900 , 4 , 2 , 1666 , 210.024002 , 12.8500004
620000 , 4 , 3 , 2005 , 309.226929 , 12.8500004
424000 , 3 , 2 , 2138 , 198.316177 , 12.8500004
299000 , 3 , 2 , 1316 , 227.203644 , 12.8500004
197000 , 2 , 2 , 1084 , 181.734314 , 12.8500004
629000 , 5 , 3 , 2005 , 313.715698 , 12.8500004
429900 , 4 , 2 , 1435 , 299.581879 , 12.8500004
1165000 , 4 , 3 , 2458 , 473.962585 , 12.8500004
352000 , 5 , 3 , 1684 , 209.026123 , 12.8500004
895000 , 4 , 3 , 2748 , 325.691406 , 12.8500004
394000 , 2 , 2 , 1218 , 323.48111 , 2.75999999
525000 , 4 , 2 , 1780 , 294.943817 , 23.0400009
552200 , 3 , 2 , 1727 , 319.745209 , 23.0400009
785000 , 5 , 3 , 3400 , 230.882355 , 23.0400009
780000 , 3 , 3 , 1580 , 493.670898 , 3.19000006
678900 , 3 , 2 , 1600 , 424.3125 , 3.19000006
650000 , 2 , 2 , 1500 , 433.333344 , 3.19000006
779000 , 3 , 2 , 1588 , 490.554169 , 3.19000006
589900 , 3 , 2 , 1650 , 357.515137 , 3.19000006
439000 , 3 , 3 , 1702 , 257.931854 , 3.19000006
679000 , 4 , 2 , 1809 , 375.34549 , 3.19000006
689000 , 2 , 1 , 1194 , 577.051941 , 28.8600006
599000 , 4 , 2 , 1979 , 302.678131 , 28.8600006
509000 , 3 , 2 , 1937 , 262.777496 , 28.8600006
634000 , 3 , 2 , 1840 , 344.565216 , 28.8600006
1295000 , 3 , 2 , 1920 , 674.479187 , 28.8600006
1350000 , 3 , 2 , 1950 , 692.307678 , 28.8600006
880000 , 2 , 3 , 2117 , 415.682556 , 28.8600006
3500000 , 4 , 3 , 3167 , 1105.14685 , 28.8600006
899900 , 4 , 4 , 3200 , 281.21875 , 28.8600006
1225000 , 3 , 4 , 3266 , 375.076538 , 28.8600006
1140000 , 4 , 5 , 4636 , 245.901642 , 28.8600006
3499000 , 4 , 6 , 6892 , 507.690063 , 28.8600006
