@RELATION test
@ATTRIBUTE price NUMERIC 
@ATTRIBUTE beds NUMERIC 
@ATTRIBUTE baths NUMERIC 
@ATTRIBUTE size NUMERIC 
@ATTRIBUTE pricesqrf NUMERIC 
@ATTRIBUTE crime NUMERIC 
@ATTRIBUTE population NUMERIC 
@ATTRIBUTE income NUMERIC 


@DATA 
400000 , 3 , 2 , 1620 , 246.913574 , 3.44000006 , 30857 , 27967
395000 , 3 , 2 , 1630 , 242.331284 , 3.44000006 , 30857 , 27967
400000 , 3 , 2 , 1640 , 243.902435 , 3.44000006 , 30857 , 27967
399000 , 3 , 2 , 1657 , 240.796616 , 3.44000006 , 30857 , 27967
367000 , 3 , 2 , 1664 , 220.552887 , 3.44000006 , 30857 , 27967
500000 , 3 , 2 , 1670 , 299.401184 , 3.44000006 , 30857 , 27967
405000 , 3 , 2 , 1698 , 238.5159 , 3.44000006 , 30857 , 27967
325000 , 3 , 2 , 1680 , 193.452377 , 3.44000006 , 30857 , 27967
525000 , 3 , 2 , 1700 , 308.823517 , 3.44000006 , 30857 , 27967
449000 , 3 , 2 , 1715 , 261.807587 , 3.44000006 , 30857 , 27967
384000 , 3 , 2 , 1781 , 215.609207 , 3.44000006 , 30857 , 27967
375000 , 3 , 2 , 1768 , 212.104065 , 3.44000006 , 30857 , 27967
510000 , 4 , 3 , 1800 , 283.333344 , 3.44000006 , 30857 , 27967
989000 , 3 , 2 , 1800 , 549.444458 , 3.44000006 , 30857 , 27967
575000 , 4 , 2 , 1862 , 308.807739 , 3.44000006 , 30857 , 27967
945000 , 3 , 3 , 1888 , 500.529663 , 3.44000006 , 30857 , 27967
435000 , 4 , 2 , 1897 , 229.309433 , 3.44000006 , 30857 , 27967
2490000 , 3 , 4 , 1876 , 1327.29211 , 3.44000006 , 30857 , 27967
450000 , 4 , 3 , 1900 , 236.842102 , 3.44000006 , 30857 , 27967
444900 , 3 , 2 , 1890 , 235.39682 , 3.44000006 , 30857 , 27967
579000 , 4 , 2 , 1949 , 297.075409 , 3.44000006 , 30857 , 27967
425000 , 3 , 2 , 1953 , 217.613922 , 3.44000006 , 30857 , 27967
469900 , 3 , 2 , 1970 , 238.527924 , 3.44000006 , 30857 , 27967
410000 , 3 , 3 , 1992 , 205.823288 , 3.44000006 , 30857 , 27967
399990 , 4 , 3 , 2000 , 199.994995 , 3.44000006 , 30857 , 27967
439000 , 4 , 2 , 2053 , 213.83342 , 3.44000006 , 30857 , 27967
895000 , 4 , 2 , 2025 , 441.975311 , 3.44000006 , 30857 , 27967
399000 , 4 , 2 , 2088 , 191.091949 , 3.44000006 , 30857 , 27967
410000 , 3 , 2 , 2096 , 195.610687 , 3.44000006 , 30857 , 27967
465000 , 3 , 2 , 2114 , 219.962158 , 3.44000006 , 30857 , 27967
770000 , 4 , 2 , 2136 , 360.486877 , 3.44000006 , 30857 , 27967
379000 , 3 , 3 , 2140 , 177.102798 , 3.44000006 , 30857 , 27967
509000 , 4 , 2 , 2144 , 237.406723 , 3.44000006 , 30857 , 27967
499900 , 3 , 3 , 2151 , 232.403534 , 3.44000006 , 30857 , 27967
435500 , 4 , 2 , 2171 , 200.598801 , 3.44000006 , 30857 , 27967
452000 , 4 , 3 , 2200 , 205.454544 , 3.44000006 , 30857 , 27967
535000 , 3 , 3 , 2189 , 244.403839 , 3.44000006 , 30857 , 27967
565000 , 3 , 2 , 2231 , 253.249664 , 3.44000006 , 30857 , 27967
825000 , 3 , 3 , 2278 , 362.15979 , 3.44000006 , 30857 , 27967
559000 , 4 , 3 , 2310 , 241.991348 , 3.44000006 , 30857 , 27967
549000 , 4 , 3 , 2349 , 233.716476 , 3.44000006 , 30857 , 27967
615000 , 3 , 2 , 2392 , 257.107025 , 3.44000006 , 30857 , 27967
529000 , 3 , 2 , 2457 , 215.303223 , 3.44000006 , 30857 , 27967
525000 , 4 , 3 , 2498 , 210.168137 , 3.44000006 , 30857 , 27967
885000 , 3 , 3 , 2499 , 354.141663 , 3.44000006 , 30857 , 27967
639900 , 5 , 3 , 2721 , 235.170898 , 3.44000006 , 30857 , 27967
825000 , 5 , 3 , 2764 , 298.480469 , 3.44000006 , 30857 , 27967
564900 , 4 , 3 , 2807 , 201.246887 , 3.44000006 , 30857 , 27967
485000 , 4 , 3 , 3046 , 159.22522 , 3.44000006 , 30857 , 27967
620000 , 4 , 3 , 3068 , 202.086044 , 3.44000006 , 30857 , 27967
1350000 , 4 , 3 , 3131 , 431.17215 , 3.44000006 , 30857 , 27967
569000 , 5 , 3 , 3145 , 180.922104 , 3.44000006 , 30857 , 27967
849000 , 4 , 3 , 3168 , 267.992432 , 3.44000006 , 30857 , 27967
535000 , 5 , 6 , 3700 , 144.594589 , 3.44000006 , 30857 , 27967
610000 , 2 , 1 , 624 , 977.564087 , 3.04999995 , 7861 , 39375
675000 , 2 , 1 , 850 , 794.117676 , 3.04999995 , 7861 , 39375
425000 , 2 , 2 , 1188 , 357.74411 , 3.04999995 , 7861 , 39375
795000 , 3 , 2 , 1312 , 605.945129 , 3.04999995 , 7861 , 39375
754000 , 3 , 2 , 1400 , 538.571411 , 3.04999995 , 7861 , 39375
835000 , 2 , 2 , 1389 , 601.151917 , 3.04999995 , 7861 , 39375
650000 , 2 , 3 , 1786 , 363.941772 , 3.04999995 , 7861 , 39375
700000 , 3 , 2 , 1749 , 400.228699 , 3.04999995 , 7861 , 39375
1400000 , 3 , 4 , 2000 , 700 , 3.04999995 , 7861 , 39375
799000 , 3 , 3 , 2028 , 393.984222 , 3.04999995 , 7861 , 39375
1295000 , 3 , 3 , 2118 , 611.425903 , 3.04999995 , 7861 , 39375
770000 , 3 , 2 , 2021 , 380.999512 , 3.04999995 , 7861 , 39375
1279000 , 2 , 2 , 2218 , 576.64563 , 3.04999995 , 7861 , 39375
774888 , 3 , 3 , 2107 , 367.768402 , 3.04999995 , 7861 , 39375
824900 , 3 , 3 , 2647 , 311.635803 , 3.04999995 , 7861 , 39375
949000 , 3 , 3 , 2535 , 374.358978 , 3.04999995 , 7861 , 39375
1195000 , 3 , 3 , 2716 , 439.98526 , 3.04999995 , 7861 , 39375
1599000 , 4 , 4 , 3900 , 410 , 3.04999995 , 7861 , 39375
309500 , 2 , 2 , 966 , 320.393372 , 3.95000005 , 46377 , 26129
419000 , 2 , 2 , 958 , 437.369507 , 3.95000005 , 46377 , 26129
550000 , 3 , 2 , 1160 , 474.137939 , 3.95000005 , 46377 , 26129
459000 , 2 , 2 , 1193 , 384.744354 , 3.95000005 , 46377 , 26129
225000 , 3 , 2 , 1284 , 175.233643 , 3.95000005 , 46377 , 26129
155000 , 3 , 2 , 1368 , 113.304092 , 3.95000005 , 46377 , 26129
599000 , 3 , 2 , 1400 , 427.857147 , 3.95000005 , 46377 , 26129
759000 , 3 , 2 , 1400 , 542.142883 , 3.95000005 , 46377 , 26129
728234 , 3 , 3 , 1500 , 485.489319 , 3.95000005 , 46377 , 26129
509000 , 4 , 2 , 1542 , 330.09079 , 3.95000005 , 46377 , 26129
599000 , 2 , 3 , 1657 , 361.496674 , 3.95000005 , 46377 , 26129
439999 , 3 , 2 , 1658 , 265.379364 , 3.95000005 , 46377 , 26129
499500 , 3 , 3 , 1742 , 286.73938 , 3.95000005 , 46377 , 26129
734900 , 3 , 2 , 2100 , 349.952393 , 3.95000005 , 46377 , 26129
1595000 , 3 , 3 , 3182 , 501.25708 , 3.95000005 , 46377 , 26129
1499500 , 3 , 3 , 3589 , 417.804413 , 3.95000005 , 46377 , 26129
1750000 , 5 , 5 , 4192 , 417.461823 , 3.95000005 , 46377 , 26129
210000 , 3 , 1 , 900 , 233.333328 , 4.03999996 , 46377 , 26129
598000 , 3 , 2 , 1186 , 504.215851 , 4.03999996 , 1355896 , 33152
625000 , 3 , 2 , 1186 , 526.981445 , 4.03999996 , 1355896 , 33152
588500 , 3 , 2 , 1200 , 490.416656 , 4.03999996 , 1355896 , 33152
319000 , 3 , 2 , 1356 , 235.250732 , 4.03999996 , 1355896 , 33152
598000 , 3 , 2 , 1356 , 441.00296 , 4.03999996 , 1355896 , 33152
320000 , 3 , 2 , 1451 , 220.537567 , 4.03999996 , 1355896 , 33152
645000 , 3 , 2 , 1493 , 432.016083 , 4.03999996 , 1355896 , 33152
299000 , 3 , 2 , 1503 , 198.935455 , 4.03999996 , 1355896 , 33152
439500 , 4 , 2 , 1600 , 274.6875 , 4.03999996 , 1355896 , 33152
479900 , 3 , 3 , 2048 , 234.326172 , 4.03999996 , 1355896 , 33152
469900 , 4 , 2 , 2400 , 195.791672 , 4.03999996 , 1355896 , 33152
699000 , 3 , 3 , 2890 , 241.868515 , 4.03999996 , 1355896 , 33152
779000 , 3 , 2 , 1749 , 445.397369 , 1.13 , 4418 , 48359
1800000 , 4 , 2 , 2000 , 900 , 1.13 , 4418 , 48359
640000 , 3 , 2 , 2178 , 293.847565 , 1.13 , 4418 , 48359
950000 , 5 , 4 , 2338 , 406.3302 , 1.13 , 4418 , 48359
1695000 , 4 , 4 , 2684 , 631.520142 , 1.13 , 4418 , 48359
387000 , 5 , 3 , 2400 , 161.25 , 2.94000006 , 25849 , 10098
279000 , 4 , 2 , 1369 , 203.798386 , 2.94000006 , 25849 , 10098
375000 , 4 , 2 , 1900 , 197.368423 , 4.92999983 , 102216 , 18560
52500 , 2 , 2 , 1152 , 45.5729179 , 4.92999983 , 102216 , 18560
545500 , 5 , 4 , 3140 , 173.72612 , 4.92999983 , 102216 , 18560
394900 , 4 , 2 , 1719 , 229.726578 , 4.92999983 , 102216 , 18560
259900 , 2 , 2 , 1078 , 241.09462 , 4.92999983 , 102216 , 18560
390000 , 3 , 2 , 2381 , 163.796722 , 4.92999983 , 102216 , 18560
319000 , 3 , 2 , 1442 , 221.22052 , 4.92999983 , 102216 , 18560
319000 , 2 , 2 , 1300 , 245.384613 , 4.92999983 , 102216 , 18560
35000 , 2 , 2 , 1140 , 30.7017536 , 4.92999983 , 102216 , 18560
449900 , 3 , 2 , 2082 , 216.090302 , 4.92999983 , 102216 , 18560
323900 , 3 , 1 , 1253 , 258.499603 , 4.92999983 , 102216 , 18560
359000 , 4 , 2 , 1460 , 245.890411 , 4.92999983 , 102216 , 18560
289900 , 3 , 2 , 1400 , 207.071426 , 4.92999983 , 102216 , 18560
415000 , 3 , 2 , 1773 , 234.066559 , 4.92999983 , 102216 , 18560
365000 , 3 , 2 , 1325 , 275.47171 , 4.92999983 , 102216 , 18560
337000 , 3 , 2 , 1337 , 252.056839 , 4.92999983 , 102216 , 18560
430000 , 3 , 2 , 1619 , 265.596039 , 4.92999983 , 102216 , 18560
337500 , 3 , 2 , 1124 , 300.266907 , 4.92999983 , 102216 , 18560
335000 , 3 , 2 , 1190 , 281.512604 , 4.92999983 , 102216 , 18560
468000 , 4 , 3 , 2107 , 222.11676 , 4.92999983 , 102216 , 18560
379000 , 4 , 2 , 1316 , 287.993927 , 4.92999983 , 102216 , 18560
388000 , 3 , 2 , 1258 , 308.426086 , 4.92999983 , 102216 , 18560
525000 , 3 , 2 , 2300 , 228.260864 , 4.92999983 , 102216 , 18560
344900 , 3 , 3 , 1786 , 193.113098 , 4.92999983 , 102216 , 18560
425000 , 3 , 2 , 1603 , 265.127899 , 4.92999983 , 102216 , 18560
189900 , 2 , 2 , 1100 , 172.636368 , 4.92999983 , 102216 , 18560
459900 , 4 , 3 , 2352 , 195.535721 , 4.92999983 , 102216 , 18560
349000 , 4 , 2 , 1288 , 270.962738 , 4.92999983 , 102216 , 18560
559000 , 4 , 3 , 2569 , 217.594391 , 4.92999983 , 102216 , 18560
585000 , 4 , 3 , 2606 , 224.481964 , 4.92999983 , 102216 , 18560
499900 , 4 , 3 , 1966 , 254.272629 , 4.92999983 , 102216 , 18560
405000 , 3 , 3 , 1852 , 218.68251 , 4.92999983 , 102216 , 18560
359000 , 3 , 3 , 1546 , 232.212158 , 4.92999983 , 102216 , 18560
473500 , 3 , 3 , 2151 , 220.130173 , 4.92999983 , 102216 , 18560
409000 , 4 , 3 , 1878 , 217.784882 , 4.92999983 , 102216 , 18560
379000 , 3 , 2 , 1245 , 304.417664 , 4.92999983 , 102216 , 18560
33000 , 1 , 2 , 1000 , 33 , 4.92999983 , 102216 , 18560
388000 , 3 , 2 , 1832 , 211.79039 , 4.92999983 , 102216 , 18560
155000 , 2 , 1 , 882 , 175.736969 , 4.92999983 , 102216 , 18560
895000 , 3 , 2 , 1572 , 569.33844 , 4.92999983 , 102216 , 18560
275000 , 3 , 2 , 1425 , 192.982452 , 4.92999983 , 102216 , 18560
265000 , 3 , 3 , 1580 , 167.721512 , 4.92999983 , 102216 , 18560
399900 , 4 , 3 , 2203 , 181.525192 , 4.92999983 , 102216 , 18560
425000 , 3 , 2 , 1255 , 338.645416 , 4.92999983 , 102216 , 18560
699000 , 2 , 3 , 1430 , 488.811188 , 1.29999995 , 25849 , 10098
439900 , 4 , 3 , 2295 , 191.677567 , 4.92999983 , 102216 , 18560
324500 , 2 , 2 , 1151 , 281.928772 , 4.92999983 , 102216 , 18560
549000 , 4 , 3 , 2945 , 186.417664 , 4.92999983 , 102216 , 18560
445000 , 3 , 2 , 1918 , 232.012512 , 4.92999983 , 102216 , 18560
359900 , 4 , 3 , 1718 , 209.487778 , 4.92999983 , 102216 , 18560
359000 , 3 , 2 , 1538 , 233.420029 , 4.92999983 , 102216 , 18560
469000 , 4 , 2 , 2069 , 226.67955 , 4.92999983 , 102216 , 18560
325000 , 3 , 2 , 1304 , 249.233124 , 4.92999983 , 102216 , 18560
300900 , 3 , 2 , 1395 , 215.698929 , 4.92999983 , 102216 , 18560
454999 , 4 , 3 , 2295 , 198.256638 , 4.92999983 , 102216 , 18560
462990 , 2 , 2 , 1583 , 292.476318 , 4.92999983 , 102216 , 18560
19900 , 2 , 2 , 1056 , 18.844696 , 4.92999983 , 102216 , 18560
1190000 , 3 , 3 , 3971 , 299.672638 , 4.92999983 , 102216 , 18560
750000 , 3 , 1 , 948 , 791.139221 , 4.92999983 , 102216 , 18560
490000 , 5 , 3 , 2500 , 196 , 4.92999983 , 102216 , 18560
367990 , 3 , 2 , 1100 , 334.536377 , 4.92999983 , 102216 , 18560
355000 , 4 , 2 , 1761 , 201.590012 , 4.92999983 , 102216 , 18560
1150000 , 4 , 4 , 3750 , 306.666656 , 4.92999983 , 102216 , 18560
694500 , 3 , 3 , 2432 , 285.567444 , 4.92999983 , 102216 , 18560
569900 , 4 , 3 , 2576 , 221.234467 , 4.92999983 , 102216 , 18560
42500 , 3 , 2 , 1563 , 27.1912994 , 4.92999983 , 102216 , 18560
429900 , 3 , 3 , 1552 , 276.997437 , 4.92999983 , 102216 , 18560
210000 , 3 , 2 , 1491 , 140.845078 , 4.92999983 , 102216 , 18560
310000 , 3 , 2 , 1157 , 267.934326 , 4.92999983 , 102216 , 18560
359900 , 3 , 2 , 1642 , 219.183929 , 4.92999983 , 102216 , 18560
347500 , 3 , 2 , 1544 , 225.064774 , 4.92999983 , 102216 , 18560
644900 , 3 , 3 , 2980 , 216.409393 , 4.92999983 , 102216 , 18560
323000 , 3 , 3 , 1952 , 165.471313 , 4.92999983 , 102216 , 18560
375000 , 2 , 3 , 1805 , 207.756226 , 4.92999983 , 102216 , 18560
349900 , 4 , 3 , 2495 , 140.240479 , 4.92999983 , 102216 , 18560
241680 , 4 , 2 , 1469 , 164.520081 , 4.92999983 , 102216 , 18560
354999 , 3 , 3 , 1921 , 184.799057 , 4.92999983 , 102216 , 18560
299000 , 3 , 2 , 1080 , 276.851837 , 4.92999983 , 102216 , 18560
300000 , 3 , 2 , 1053 , 284.900299 , 4.92999983 , 102216 , 18560
389000 , 4 , 2 , 1747 , 222.667435 , 4.92999983 , 102216 , 18560
225000 , 2 , 2 , 1034 , 217.601547 , 4.92999983 , 102216 , 18560
259900 , 3 , 2 , 1064 , 244.266922 , 4.92999983 , 102216 , 18560
379999 , 3 , 2 , 1828 , 207.876907 , 4.92999983 , 102216 , 18560
699000 , 5 , 3 , 3199 , 218.505783 , 4.92999983 , 102216 , 18560
195000 , 3 , 2 , 1226 , 159.053833 , 4.92999983 , 102216 , 18560
349000 , 3 , 2 , 1780 , 196.067413 , 4.92999983 , 102216 , 18560
542000 , 3 , 2 , 1784 , 303.811646 , 4.92999983 , 102216 , 18560
269000 , 4 , 2 , 1371 , 196.207153 , 4.92999983 , 102216 , 18560
280000 , 3 , 2 , 1158 , 241.796204 , 4.92999983 , 102216 , 18560
529000 , 4 , 3 , 2455 , 215.478622 , 4.92999983 , 102216 , 18560
55000 , 3 , 2 , 1152 , 47.7430573 , 4.92999983 , 102216 , 18560
309000 , 3 , 2 , 1260 , 245.238098 , 4.92999983 , 102216 , 18560
199900 , 2 , 2 , 935 , 213.796799 , 4.92999983 , 102216 , 18560
510000 , 3 , 2 , 1916 , 266.179535 , 4.92999983 , 102216 , 18560
424900 , 3 , 2 , 1920 , 221.302078 , 4.92999983 , 102216 , 18560
399900 , 3 , 2 , 1395 , 286.666656 , 4.92999983 , 102216 , 18560
379900 , 4 , 2 , 1316 , 288.677826 , 4.92999983 , 102216 , 18560
459900 , 4 , 3 , 2302 , 199.782791 , 4.92999983 , 102216 , 18560
389900 , 3 , 2 , 1400 , 278.5 , 4.92999983 , 102216 , 18560
1200000 , 5 , 3 , 3570 , 336.13446 , 4.92999983 , 102216 , 18560
468000 , 4 , 3 , 2170 , 215.668198 , 4.92999983 , 102216 , 18560
419000 , 4 , 3 , 1689 , 248.07579 , 4.92999983 , 102216 , 18560
599900 , 4 , 3 , 2195 , 273.302948 , 4.92999983 , 102216 , 18560
289900 , 3 , 3 , 1440 , 201.319443 , 4.92999983 , 102216 , 18560
399000 , 3 , 2 , 1612 , 247.518616 , 4.92999983 , 102216 , 18560
1000000 , 4 , 4 , 3160 , 316.455688 , 4.92999983 , 102216 , 18560
725000 , 3 , 3 , 2731 , 265.47052 , 4.92999983 , 102216 , 18560
473000 , 3 , 3 , 2151 , 219.89772 , 4.92999983 , 102216 , 18560
400500 , 3 , 3 , 1852 , 216.252701 , 4.92999983 , 102216 , 18560
430000 , 3 , 3 , 1552 , 277.061859 , 4.92999983 , 102216 , 18560
394920 , 3 , 2 , 1868 , 211.413269 , 4.92999983 , 102216 , 18560
374000 , 4 , 3 , 1529 , 244.604309 , 4.92999983 , 102216 , 18560
435000 , 3 , 2 , 1918 , 226.798752 , 4.92999983 , 102216 , 18560
295000 , 3 , 2 , 1274 , 231.554153 , 4.92999983 , 102216 , 18560
425000 , 3 , 3 , 1824 , 233.004379 , 4.92999983 , 102216 , 18560
267191 , 3 , 2 , 1232 , 216.875809 , 4.92999983 , 102216 , 18560
530000 , 4 , 3 , 2425 , 218.556702 , 4.92999983 , 102216 , 18560
529000 , 5 , 3 , 2902 , 182.288071 , 4.92999983 , 102216 , 18560
409000 , 4 , 3 , 1868 , 218.950745 , 4.92999983 , 102216 , 18560
70000 , 2 , 2 , 1344 , 52.0833321 , 4.92999983 , 102216 , 18560
550000 , 5 , 3 , 2648 , 207.703934 , 4.92999983 , 102216 , 18560
269900 , 3 , 2 , 1688 , 159.893372 , 4.92999983 , 102216 , 18560
264900 , 3 , 1 , 988 , 268.117401 , 4.92999983 , 102216 , 18560
155000 , 2 , 2 , 969 , 159.958725 , 4.92999983 , 102216 , 18560
218900 , 3 , 2 , 1171 , 186.93425 , 4.92999983 , 102216 , 18560
259900 , 3 , 2 , 1167 , 222.707794 , 4.92999983 , 102216 , 18560
479000 , 3 , 2 , 2092 , 228.967499 , 4.92999983 , 102216 , 18560
425000 , 3 , 3 , 1944 , 218.621399 , 4.92999983 , 102216 , 18560
274744 , 3 , 2 , 1110 , 247.51712 , 4.92999983 , 102216 , 18560
299500 , 3 , 2 , 1110 , 269.819824 , 4.92999983 , 102216 , 18560
339000 , 3 , 2 , 1875 , 180.800003 , 4.92999983 , 102216 , 18560
475000 , 3 , 2 , 1714 , 277.129517 , 4.92999983 , 102216 , 18560
299900 , 3 , 2 , 1398 , 214.520737 , 4.92999983 , 102216 , 18560
800000 , 3 , 3 , 1631 , 490.496613 , 4.92999983 , 102216 , 18560
198000 , 3 , 2 , 1191 , 166.246857 , 4.92999983 , 102216 , 18560
299900 , 3 , 2 , 1342 , 223.472427 , 4.92999983 , 102216 , 18560
373000 , 3 , 3 , 2038 , 183.022568 , 4.92999983 , 102216 , 18560
322000 , 3 , 2 , 1296 , 248.456787 , 4.92999983 , 102216 , 18560
275000 , 3 , 2 , 1008 , 272.817474 , 4.92999983 , 102216 , 18560
221000 , 3 , 2 , 1180 , 187.288132 , 4.92999983 , 102216 , 18560
344900 , 3 , 2 , 1896 , 181.909286 , 4.92999983 , 102216 , 18560
222000 , 3 , 2 , 1145 , 193.886459 , 4.92999983 , 102216 , 18560
295000 , 3 , 2 , 1654 , 178.355499 , 4.92999983 , 102216 , 18560
575500 , 2 , 1 , 578 , 995.674744 , 4.92999983 , 102216 , 18560
519900 , 5 , 3 , 2200 , 236.318176 , 4.92999983 , 102216 , 18560
385000 , 3 , 2 , 1798 , 214.126801 , 4.92999983 , 102216 , 18560
243000 , 4 , 3 , 1477 , 164.522675 , 4.92999983 , 102216 , 18560
299999 , 3 , 2 , 1420 , 211.266907 , 4.92999983 , 102216 , 18560
299000 , 3 , 2 , 1402 , 213.266769 , 4.92999983 , 102216 , 18560
559000 , 3 , 3 , 2634 , 212.224747 , 4.92999983 , 102216 , 18560
208900 , 3 , 2 , 1171 , 178.394531 , 4.92999983 , 102216 , 18560
289900 , 3 , 2 , 1461 , 198.425735 , 4.92999983 , 102216 , 18560
829900 , 6 , 4 , 3213 , 258.294434 , 4.92999983 , 102216 , 18560
340000 , 3 , 2 , 1716 , 198.135193 , 4.92999983 , 102216 , 18560
509000 , 4 , 3 , 1830 , 278.14209 , 4.92999983 , 102216 , 18560
335500 , 4 , 3 , 1755 , 191.168091 , 4.92999983 , 102216 , 18560
285500 , 3 , 2 , 1261 , 226.407608 , 4.92999983 , 102216 , 18560
217000 , 3 , 2 , 1241 , 174.858978 , 4.92999983 , 102216 , 18560
72995 , 3 , 2 , 1722 , 42.3896637 , 4.92999983 , 102216 , 18560
109550 , 3 , 2 , 1536 , 71.3216171 , 4.92999983 , 102216 , 18560
425500 , 3 , 2 , 1428 , 297.969177 , 4.92999983 , 102216 , 18560
435000 , 5 , 4 , 2629 , 165.462158 , 4.92999983 , 102216 , 18560
272826 , 5 , 3 , 1589 , 171.696671 , 4.92999983 , 102216 , 18560
127918 , 2 , 2 , 953 , 134.226654 , 4.92999983 , 102216 , 18560
227000 , 3 , 2 , 1288 , 176.242233 , 4.92999983 , 102216 , 18560
319000 , 3 , 2 , 1253 , 254.588989 , 4.92999983 , 102216 , 18560
229500 , 3 , 2 , 1439 , 159.485748 , 4.92999983 , 102216 , 18560
378000 , 3 , 3 , 2150 , 175.81395 , 4.92999983 , 102216 , 18560
444900 , 4 , 3 , 2160 , 205.972229 , 4.92999983 , 102216 , 18560
364900 , 4 , 2 , 1999 , 182.541275 , 4.92999983 , 102216 , 18560
439000 , 4 , 3 , 2354 , 186.491074 , 4.92999983 , 102216 , 18560
440000 , 3 , 2 , 1918 , 229.405624 , 4.92999983 , 102216 , 18560
365000 , 3 , 2 , 1352 , 269.970428 , 4.92999983 , 102216 , 18560
329500 , 3 , 2 , 1517 , 217.205017 , 4.92999983 , 102216 , 18560
339900 , 3 , 2 , 1540 , 220.714279 , 4.92999983 , 102216 , 18560
59000 , 3 , 2 , 1440 , 40.9722214 , 4.92999983 , 102216 , 18560
407000 , 4 , 3 , 2280 , 178.508774 , 4.92999983 , 102216 , 18560
229000 , 3 , 2 , 1080 , 212.037033 , 4.92999983 , 102216 , 18560
305000 , 4 , 2 , 1541 , 197.923431 , 4.92999983 , 102216 , 18560
324900 , 4 , 2 , 1515 , 214.455444 , 4.92999983 , 102216 , 18560
300000 , 3 , 2 , 1100 , 272.727264 , 4.92999983 , 102216 , 18560
349900 , 4 , 2 , 1666 , 210.024002 , 4.92999983 , 102216 , 18560
620000 , 4 , 3 , 2005 , 309.226929 , 4.92999983 , 102216 , 18560
424000 , 3 , 2 , 2138 , 198.316177 , 4.92999983 , 102216 , 18560
299000 , 3 , 2 , 1316 , 227.203644 , 4.92999983 , 102216 , 18560
197000 , 2 , 2 , 1084 , 181.734314 , 4.92999983 , 102216 , 18560
629000 , 5 , 3 , 2005 , 313.715698 , 4.92999983 , 102216 , 18560
429900 , 4 , 2 , 1435 , 299.581879 , 4.92999983 , 102216 , 18560
1165000 , 4 , 3 , 2458 , 473.962585 , 4.92999983 , 102216 , 18560
352000 , 5 , 3 , 1684 , 209.026123 , 4.92999983 , 102216 , 18560
895000 , 4 , 3 , 2748 , 325.691406 , 4.92999983 , 102216 , 18560
394000 , 2 , 2 , 1218 , 323.48111 , 5.46999979 , 462 , 20408
525000 , 4 , 2 , 1780 , 294.943817 , 1.45000005 , 4964 , 30047
552200 , 3 , 2 , 1727 , 319.745209 , 1.45000005 , 4964 , 30047
785000 , 5 , 3 , 3400 , 230.882355 , 1.45000005 , 4964 , 30047
780000 , 3 , 3 , 1580 , 493.670898 , 1.29999995 , 25849 , 10098
678900 , 3 , 2 , 1600 , 424.3125 , 1.29999995 , 25849 , 10098
650000 , 2 , 2 , 1500 , 433.333344 , 1.29999995 , 25849 , 10098
779000 , 3 , 2 , 1588 , 490.554169 , 1.29999995 , 25849 , 10098
589900 , 3 , 2 , 1650 , 357.515137 , 1.29999995 , 25849 , 10098
439000 , 3 , 3 , 1702 , 257.931854 , 1.29999995 , 25849 , 10098
679000 , 4 , 2 , 1809 , 375.34549 , 1.29999995 , 25849 , 10098
689000 , 2 , 1 , 1194 , 577.051941 , 1.29999995 , 7674 , 33873
599000 , 4 , 2 , 1979 , 302.678131 , 1.29999995 , 7674 , 33873
509000 , 3 , 2 , 1937 , 262.777496 , 1.29999995 , 7674 , 33873
634000 , 3 , 2 , 1840 , 344.565216 , 1.29999995 , 7674 , 33873
1295000 , 3 , 2 , 1920 , 674.479187 , 1.29999995 , 7674 , 33873
1350000 , 3 , 2 , 1950 , 692.307678 , 1.29999995 , 7674 , 33873
880000 , 2 , 3 , 2117 , 415.682556 , 1.29999995 , 7674 , 33873
3500000 , 4 , 3 , 3167 , 1105.14685 , 1.29999995 , 7674 , 33873
899900 , 4 , 4 , 3200 , 281.21875 , 1.29999995 , 7674 , 33873
1225000 , 3 , 4 , 3266 , 375.076538 , 1.29999995 , 7674 , 33873
1140000 , 4 , 5 , 4636 , 245.901642 , 1.29999995 , 7674 , 33873
3499000 , 4 , 6 , 6892 , 507.690063 , 1.29999995 , 7674 , 33873
