@RELATION test
@ATTRIBUTE price NUMERIC 
@ATTRIBUTE beds NUMERIC 
@ATTRIBUTE pricesqrf NUMERIC 
@ATTRIBUTE crime NUMERIC 


@DATA 
359000 , 2 , 366.326538 , 2.63000011
379000 , 3 , 344.545441 , 2.63000011
350000 , 3 , 316.455688 , 2.63000011
374900 , 3 , 340.818176 , 2.63000011
380000 , 3 , 336.879425 , 2.63000011
680000 , 2 , 566.666687 , 2.63000011
425000 , 4 , 330.996887 , 2.63000011
345000 , 4 , 256.696442 , 2.63000011
550000 , 3 , 414.156616 , 2.63000011
449000 , 3 , 271.299103 , 2.63000011
474900 , 4 , 296.8125 , 2.63000011
499000 , 3 , 302.424255 , 2.63000011
419900 , 4 , 256.349213 , 2.63000011
499000 , 3 , 277.83963 , 2.63000011
499000 , 4 , 271.490753 , 2.63000011
595000 , 3 , 300.201813 , 2.63000011
569000 , 4 , 294.361084 , 2.63000011
599900 , 4 , 300.551117 , 2.63000011
775000 , 2 , 386.533661 , 2.63000011
469000 , 4 , 231.034485 , 2.63000011
399000 , 4 , 186.100754 , 2.63000011
800000 , 4 , 343.495056 , 2.63000011
1100000 , 3 , 452.674896 , 2.63000011
799000 , 4 , 314.072327 , 2.63000011
699000 , 7 , 258.888885 , 2.63000011
924900 , 3 , 324.982422 , 2.63000011
929000 , 5 , 301.623383 , 2.63000011
699000 , 4 , 212.526611 , 2.63000011
1199000 , 3 , 328.943756 , 2.63000011
1188000 , 3 , 260.755035 , 2.63000011
1479000 , 4 , 298.065308 , 2.63000011
495000 , 2 , 618.75 , 5
235000 , 2 , 261.111115 , 5
350000 , 2 , 353.892822 , 5
269900 , 2 , 277.104736 , 5
152000 , 3 , 126.666664 , 5
350000 , 3 , 281.350494 , 5
289900 , 2 , 255.418503 , 5
450000 , 3 , 303.234497 , 5
519900 , 3 , 286.446289 , 5
979000 , 3 , 479.901947 , 5
1500000 , 3 , 600 , 5
149000 , 1 , 372.5 , 3.44000006
250000 , 2 , 283.125702 , 3.44000006
239000 , 3 , 269.144135 , 3.44000006
250000 , 3 , 250 , 3.44000006
260000 , 2 , 262.626251 , 3.44000006
310000 , 2 , 281.818176 , 3.44000006
350000 , 3 , 321.691162 , 3.44000006
329900 , 3 , 298.822449 , 3.44000006
315000 , 3 , 267.857147 , 3.44000006
320000 , 3 , 272.108856 , 3.44000006
324100 , 3 , 281.336792 , 3.44000006
329000 , 3 , 256.430237 , 3.44000006
225000 , 3 , 181.451614 , 3.44000006
380000 , 4 , 292.307678 , 3.44000006
369000 , 3 , 280.395142 , 3.44000006
199000 , 2 , 159.455124 , 3.44000006
378000 , 3 , 290.769226 , 3.44000006
249000 , 3 , 194.53125 , 3.44000006
310000 , 2 , 248.39743 , 3.44000006
265000 , 3 , 210.484512 , 3.44000006
459900 , 3 , 355.409576 , 3.44000006
295000 , 3 , 217.55162 , 3.44000006
399000 , 3 , 309.782623 , 3.44000006
369500 , 3 , 280.775085 , 3.44000006
282000 , 3 , 208.734268 , 3.44000006
285000 , 2 , 210.954849 , 3.44000006
239000 , 3 , 176.514038 , 3.44000006
300000 , 3 , 219.298248 , 3.44000006
324999 , 3 , 236.87973 , 3.44000006
415000 , 3 , 296.428558 , 3.44000006
324900 , 3 , 231.410263 , 3.44000006
535000 , 3 , 382.142853 , 3.44000006
399000 , 3 , 277.083344 , 3.44000006
209900 , 3 , 145.763885 , 3.44000006
425900 , 3 , 289.727905 , 3.44000006
320000 , 3 , 217.243713 , 3.44000006
397900 , 3 , 268.66983 , 3.44000006
375000 , 3 , 251.846878 , 3.44000006
344000 , 3 , 223.958328 , 3.44000006
259000 , 3 , 169.281052 , 3.44000006
370000 , 3 , 237.7892 , 3.44000006
400000 , 3 , 246.913574 , 3.44000006
395000 , 3 , 242.331284 , 3.44000006
400000 , 3 , 243.902435 , 3.44000006
399000 , 3 , 240.796616 , 3.44000006
367000 , 3 , 220.552887 , 3.44000006
500000 , 3 , 299.401184 , 3.44000006
405000 , 3 , 238.5159 , 3.44000006
325000 , 3 , 193.452377 , 3.44000006
525000 , 3 , 308.823517 , 3.44000006
449000 , 3 , 261.807587 , 3.44000006
384000 , 3 , 215.609207 , 3.44000006
375000 , 3 , 212.104065 , 3.44000006
510000 , 4 , 283.333344 , 3.44000006
989000 , 3 , 549.444458 , 3.44000006
575000 , 4 , 308.807739 , 3.44000006
945000 , 3 , 500.529663 , 3.44000006
435000 , 4 , 229.309433 , 3.44000006
2490000 , 3 , 1327.29211 , 3.44000006
450000 , 4 , 236.842102 , 3.44000006
444900 , 3 , 235.39682 , 3.44000006
579000 , 4 , 297.075409 , 3.44000006
425000 , 3 , 217.613922 , 3.44000006
469900 , 3 , 238.527924 , 3.44000006
410000 , 3 , 205.823288 , 3.44000006
399990 , 4 , 199.994995 , 3.44000006
439000 , 4 , 213.83342 , 3.44000006
895000 , 4 , 441.975311 , 3.44000006
399000 , 4 , 191.091949 , 3.44000006
410000 , 3 , 195.610687 , 3.44000006
465000 , 3 , 219.962158 , 3.44000006
770000 , 4 , 360.486877 , 3.44000006
379000 , 3 , 177.102798 , 3.44000006
509000 , 4 , 237.406723 , 3.44000006
499900 , 3 , 232.403534 , 3.44000006
435500 , 4 , 200.598801 , 3.44000006
452000 , 4 , 205.454544 , 3.44000006
535000 , 3 , 244.403839 , 3.44000006
565000 , 3 , 253.249664 , 3.44000006
825000 , 3 , 362.15979 , 3.44000006
559000 , 4 , 241.991348 , 3.44000006
549000 , 4 , 233.716476 , 3.44000006
615000 , 3 , 257.107025 , 3.44000006
529000 , 3 , 215.303223 , 3.44000006
525000 , 4 , 210.168137 , 3.44000006
885000 , 3 , 354.141663 , 3.44000006
639900 , 5 , 235.170898 , 3.44000006
825000 , 5 , 298.480469 , 3.44000006
564900 , 4 , 201.246887 , 3.44000006
485000 , 4 , 159.22522 , 3.44000006
620000 , 4 , 202.086044 , 3.44000006
1350000 , 4 , 431.17215 , 3.44000006
569000 , 5 , 180.922104 , 3.44000006
849000 , 4 , 267.992432 , 3.44000006
535000 , 5 , 144.594589 , 3.44000006
610000 , 2 , 977.564087 , 3.04999995
675000 , 2 , 794.117676 , 3.04999995
425000 , 2 , 357.74411 , 3.04999995
795000 , 3 , 605.945129 , 3.04999995
754000 , 3 , 538.571411 , 3.04999995
835000 , 2 , 601.151917 , 3.04999995
650000 , 2 , 363.941772 , 3.04999995
700000 , 3 , 400.228699 , 3.04999995
1400000 , 3 , 700 , 3.04999995
799000 , 3 , 393.984222 , 3.04999995
1295000 , 3 , 611.425903 , 3.04999995
770000 , 3 , 380.999512 , 3.04999995
1279000 , 2 , 576.64563 , 3.04999995
774888 , 3 , 367.768402 , 3.04999995
824900 , 3 , 311.635803 , 3.04999995
949000 , 3 , 374.358978 , 3.04999995
1195000 , 3 , 439.98526 , 3.04999995
1599000 , 4 , 410 , 3.04999995
309500 , 2 , 320.393372 , 3.95000005
419000 , 2 , 437.369507 , 3.95000005
550000 , 3 , 474.137939 , 3.95000005
459000 , 2 , 384.744354 , 3.95000005
225000 , 3 , 175.233643 , 3.95000005
155000 , 3 , 113.304092 , 3.95000005
599000 , 3 , 427.857147 , 3.95000005
759000 , 3 , 542.142883 , 3.95000005
728234 , 3 , 485.489319 , 3.95000005
509000 , 4 , 330.09079 , 3.95000005
599000 , 2 , 361.496674 , 3.95000005
439999 , 3 , 265.379364 , 3.95000005
499500 , 3 , 286.73938 , 3.95000005
734900 , 3 , 349.952393 , 3.95000005
1595000 , 3 , 501.25708 , 3.95000005
1499500 , 3 , 417.804413 , 3.95000005
1750000 , 5 , 417.461823 , 3.95000005
210000 , 3 , 233.333328 , 4.03999996
598000 , 3 , 504.215851 , 4.03999996
625000 , 3 , 526.981445 , 4.03999996
588500 , 3 , 490.416656 , 4.03999996
319000 , 3 , 235.250732 , 4.03999996
598000 , 3 , 441.00296 , 4.03999996
320000 , 3 , 220.537567 , 4.03999996
645000 , 3 , 432.016083 , 4.03999996
299000 , 3 , 198.935455 , 4.03999996
439500 , 4 , 274.6875 , 4.03999996
479900 , 3 , 234.326172 , 4.03999996
469900 , 4 , 195.791672 , 4.03999996
699000 , 3 , 241.868515 , 4.03999996
779000 , 3 , 445.397369 , 1.13
1800000 , 4 , 900 , 1.13
640000 , 3 , 293.847565 , 1.13
950000 , 5 , 406.3302 , 1.13
1695000 , 4 , 631.520142 , 1.13
387000 , 5 , 161.25 , 2.94000006
279000 , 4 , 203.798386 , 2.94000006
375000 , 4 , 197.368423 , 4.92999983
52500 , 2 , 45.5729179 , 4.92999983
545500 , 5 , 173.72612 , 4.92999983
394900 , 4 , 229.726578 , 4.92999983
259900 , 2 , 241.09462 , 4.92999983
390000 , 3 , 163.796722 , 4.92999983
319000 , 3 , 221.22052 , 4.92999983
319000 , 2 , 245.384613 , 4.92999983
35000 , 2 , 30.7017536 , 4.92999983
449900 , 3 , 216.090302 , 4.92999983
323900 , 3 , 258.499603 , 4.92999983
359000 , 4 , 245.890411 , 4.92999983
289900 , 3 , 207.071426 , 4.92999983
415000 , 3 , 234.066559 , 4.92999983
365000 , 3 , 275.47171 , 4.92999983
337000 , 3 , 252.056839 , 4.92999983
430000 , 3 , 265.596039 , 4.92999983
337500 , 3 , 300.266907 , 4.92999983
335000 , 3 , 281.512604 , 4.92999983
468000 , 4 , 222.11676 , 4.92999983
379000 , 4 , 287.993927 , 4.92999983
388000 , 3 , 308.426086 , 4.92999983
525000 , 3 , 228.260864 , 4.92999983
344900 , 3 , 193.113098 , 4.92999983
425000 , 3 , 265.127899 , 4.92999983
189900 , 2 , 172.636368 , 4.92999983
459900 , 4 , 195.535721 , 4.92999983
349000 , 4 , 270.962738 , 4.92999983
559000 , 4 , 217.594391 , 4.92999983
585000 , 4 , 224.481964 , 4.92999983
499900 , 4 , 254.272629 , 4.92999983
405000 , 3 , 218.68251 , 4.92999983
359000 , 3 , 232.212158 , 4.92999983
473500 , 3 , 220.130173 , 4.92999983
409000 , 4 , 217.784882 , 4.92999983
379000 , 3 , 304.417664 , 4.92999983
33000 , 1 , 33 , 4.92999983
388000 , 3 , 211.79039 , 4.92999983
155000 , 2 , 175.736969 , 4.92999983
895000 , 3 , 569.33844 , 4.92999983
275000 , 3 , 192.982452 , 4.92999983
265000 , 3 , 167.721512 , 4.92999983
399900 , 4 , 181.525192 , 4.92999983
425000 , 3 , 338.645416 , 4.92999983
699000 , 2 , 488.811188 , 1.29999995
439900 , 4 , 191.677567 , 4.92999983
324500 , 2 , 281.928772 , 4.92999983
549000 , 4 , 186.417664 , 4.92999983
445000 , 3 , 232.012512 , 4.92999983
359900 , 4 , 209.487778 , 4.92999983
359000 , 3 , 233.420029 , 4.92999983
469000 , 4 , 226.67955 , 4.92999983
325000 , 3 , 249.233124 , 4.92999983
300900 , 3 , 215.698929 , 4.92999983
454999 , 4 , 198.256638 , 4.92999983
462990 , 2 , 292.476318 , 4.92999983
19900 , 2 , 18.844696 , 4.92999983
1190000 , 3 , 299.672638 , 4.92999983
750000 , 3 , 791.139221 , 4.92999983
490000 , 5 , 196 , 4.92999983
367990 , 3 , 334.536377 , 4.92999983
355000 , 4 , 201.590012 , 4.92999983
1150000 , 4 , 306.666656 , 4.92999983
694500 , 3 , 285.567444 , 4.92999983
569900 , 4 , 221.234467 , 4.92999983
42500 , 3 , 27.1912994 , 4.92999983
429900 , 3 , 276.997437 , 4.92999983
210000 , 3 , 140.845078 , 4.92999983
310000 , 3 , 267.934326 , 4.92999983
359900 , 3 , 219.183929 , 4.92999983
347500 , 3 , 225.064774 , 4.92999983
644900 , 3 , 216.409393 , 4.92999983
323000 , 3 , 165.471313 , 4.92999983
375000 , 2 , 207.756226 , 4.92999983
349900 , 4 , 140.240479 , 4.92999983
241680 , 4 , 164.520081 , 4.92999983
354999 , 3 , 184.799057 , 4.92999983
299000 , 3 , 276.851837 , 4.92999983
300000 , 3 , 284.900299 , 4.92999983
389000 , 4 , 222.667435 , 4.92999983
225000 , 2 , 217.601547 , 4.92999983
259900 , 3 , 244.266922 , 4.92999983
379999 , 3 , 207.876907 , 4.92999983
699000 , 5 , 218.505783 , 4.92999983
195000 , 3 , 159.053833 , 4.92999983
349000 , 3 , 196.067413 , 4.92999983
542000 , 3 , 303.811646 , 4.92999983
269000 , 4 , 196.207153 , 4.92999983
280000 , 3 , 241.796204 , 4.92999983
529000 , 4 , 215.478622 , 4.92999983
55000 , 3 , 47.7430573 , 4.92999983
309000 , 3 , 245.238098 , 4.92999983
199900 , 2 , 213.796799 , 4.92999983
510000 , 3 , 266.179535 , 4.92999983
424900 , 3 , 221.302078 , 4.92999983
399900 , 3 , 286.666656 , 4.92999983
379900 , 4 , 288.677826 , 4.92999983
459900 , 4 , 199.782791 , 4.92999983
389900 , 3 , 278.5 , 4.92999983
1200000 , 5 , 336.13446 , 4.92999983
468000 , 4 , 215.668198 , 4.92999983
419000 , 4 , 248.07579 , 4.92999983
599900 , 4 , 273.302948 , 4.92999983
289900 , 3 , 201.319443 , 4.92999983
399000 , 3 , 247.518616 , 4.92999983
1000000 , 4 , 316.455688 , 4.92999983
725000 , 3 , 265.47052 , 4.92999983
473000 , 3 , 219.89772 , 4.92999983
400500 , 3 , 216.252701 , 4.92999983
430000 , 3 , 277.061859 , 4.92999983
394920 , 3 , 211.413269 , 4.92999983
374000 , 4 , 244.604309 , 4.92999983
435000 , 3 , 226.798752 , 4.92999983
295000 , 3 , 231.554153 , 4.92999983
425000 , 3 , 233.004379 , 4.92999983
267191 , 3 , 216.875809 , 4.92999983
530000 , 4 , 218.556702 , 4.92999983
529000 , 5 , 182.288071 , 4.92999983
409000 , 4 , 218.950745 , 4.92999983
70000 , 2 , 52.0833321 , 4.92999983
550000 , 5 , 207.703934 , 4.92999983
269900 , 3 , 159.893372 , 4.92999983
264900 , 3 , 268.117401 , 4.92999983
155000 , 2 , 159.958725 , 4.92999983
218900 , 3 , 186.93425 , 4.92999983
259900 , 3 , 222.707794 , 4.92999983
479000 , 3 , 228.967499 , 4.92999983
425000 , 3 , 218.621399 , 4.92999983
274744 , 3 , 247.51712 , 4.92999983
299500 , 3 , 269.819824 , 4.92999983
339000 , 3 , 180.800003 , 4.92999983
475000 , 3 , 277.129517 , 4.92999983
299900 , 3 , 214.520737 , 4.92999983
800000 , 3 , 490.496613 , 4.92999983
198000 , 3 , 166.246857 , 4.92999983
299900 , 3 , 223.472427 , 4.92999983
373000 , 3 , 183.022568 , 4.92999983
322000 , 3 , 248.456787 , 4.92999983
275000 , 3 , 272.817474 , 4.92999983
221000 , 3 , 187.288132 , 4.92999983
344900 , 3 , 181.909286 , 4.92999983
222000 , 3 , 193.886459 , 4.92999983
295000 , 3 , 178.355499 , 4.92999983
575500 , 2 , 995.674744 , 4.92999983
519900 , 5 , 236.318176 , 4.92999983
385000 , 3 , 214.126801 , 4.92999983
243000 , 4 , 164.522675 , 4.92999983
299999 , 3 , 211.266907 , 4.92999983
299000 , 3 , 213.266769 , 4.92999983
559000 , 3 , 212.224747 , 4.92999983
208900 , 3 , 178.394531 , 4.92999983
289900 , 3 , 198.425735 , 4.92999983
829900 , 6 , 258.294434 , 4.92999983
340000 , 3 , 198.135193 , 4.92999983
509000 , 4 , 278.14209 , 4.92999983
335500 , 4 , 191.168091 , 4.92999983
285500 , 3 , 226.407608 , 4.92999983
217000 , 3 , 174.858978 , 4.92999983
72995 , 3 , 42.3896637 , 4.92999983
109550 , 3 , 71.3216171 , 4.92999983
425500 , 3 , 297.969177 , 4.92999983
435000 , 5 , 165.462158 , 4.92999983
272826 , 5 , 171.696671 , 4.92999983
127918 , 2 , 134.226654 , 4.92999983
227000 , 3 , 176.242233 , 4.92999983
319000 , 3 , 254.588989 , 4.92999983
229500 , 3 , 159.485748 , 4.92999983
378000 , 3 , 175.81395 , 4.92999983
444900 , 4 , 205.972229 , 4.92999983
364900 , 4 , 182.541275 , 4.92999983
439000 , 4 , 186.491074 , 4.92999983
440000 , 3 , 229.405624 , 4.92999983
365000 , 3 , 269.970428 , 4.92999983
329500 , 3 , 217.205017 , 4.92999983
339900 , 3 , 220.714279 , 4.92999983
59000 , 3 , 40.9722214 , 4.92999983
407000 , 4 , 178.508774 , 4.92999983
229000 , 3 , 212.037033 , 4.92999983
305000 , 4 , 197.923431 , 4.92999983
324900 , 4 , 214.455444 , 4.92999983
300000 , 3 , 272.727264 , 4.92999983
349900 , 4 , 210.024002 , 4.92999983
620000 , 4 , 309.226929 , 4.92999983
424000 , 3 , 198.316177 , 4.92999983
299000 , 3 , 227.203644 , 4.92999983
197000 , 2 , 181.734314 , 4.92999983
629000 , 5 , 313.715698 , 4.92999983
429900 , 4 , 299.581879 , 4.92999983
1165000 , 4 , 473.962585 , 4.92999983
352000 , 5 , 209.026123 , 4.92999983
895000 , 4 , 325.691406 , 4.92999983
394000 , 2 , 323.48111 , 5.46999979
525000 , 4 , 294.943817 , 1.45000005
552200 , 3 , 319.745209 , 1.45000005
785000 , 5 , 230.882355 , 1.45000005
