@RELATION test
@ATTRIBUTE price NUMERIC 
@ATTRIBUTE beds NUMERIC 
@ATTRIBUTE pricesqrf NUMERIC 
@ATTRIBUTE crime NUMERIC 


@DATA 
780000 , 3 , 493.670898 , 1.29999995
678900 , 3 , 424.3125 , 1.29999995
650000 , 2 , 433.333344 , 1.29999995
779000 , 3 , 490.554169 , 1.29999995
589900 , 3 , 357.515137 , 1.29999995
439000 , 3 , 257.931854 , 1.29999995
679000 , 4 , 375.34549 , 1.29999995
689000 , 2 , 577.051941 , 1.29999995
599000 , 4 , 302.678131 , 1.29999995
509000 , 3 , 262.777496 , 1.29999995
634000 , 3 , 344.565216 , 1.29999995
1295000 , 3 , 674.479187 , 1.29999995
1350000 , 3 , 692.307678 , 1.29999995
880000 , 2 , 415.682556 , 1.29999995
3500000 , 4 , 1105.14685 , 1.29999995
899900 , 4 , 281.21875 , 1.29999995
1225000 , 3 , 375.076538 , 1.29999995
1140000 , 4 , 245.901642 , 1.29999995
3499000 , 4 , 507.690063 , 1.29999995
