@RELATION test
@ATTRIBUTE price NUMERIC 
@ATTRIBUTE beds NUMERIC 
@ATTRIBUTE baths NUMERIC 
@ATTRIBUTE size NUMERIC 
@ATTRIBUTE crime NUMERIC 
@ATTRIBUTE population NUMERIC 
@ATTRIBUTE prc_college NUMERIC 


@DATA 
565000 , 3 , 2 , 2231 , 3.44000006 , 30857 , 21.4200001
825000 , 3 , 3 , 2278 , 3.44000006 , 30857 , 21.4200001
559000 , 4 , 3 , 2310 , 3.44000006 , 30857 , 21.4200001
549000 , 4 , 3 , 2349 , 3.44000006 , 30857 , 21.4200001
615000 , 3 , 2 , 2392 , 3.44000006 , 30857 , 21.4200001
529000 , 3 , 2 , 2457 , 3.44000006 , 30857 , 21.4200001
525000 , 4 , 3 , 2498 , 3.44000006 , 30857 , 21.4200001
885000 , 3 , 3 , 2499 , 3.44000006 , 30857 , 21.4200001
639900 , 5 , 3 , 2721 , 3.44000006 , 30857 , 21.4200001
825000 , 5 , 3 , 2764 , 3.44000006 , 30857 , 21.4200001
564900 , 4 , 3 , 2807 , 3.44000006 , 30857 , 21.4200001
485000 , 4 , 3 , 3046 , 3.44000006 , 30857 , 21.4200001
620000 , 4 , 3 , 3068 , 3.44000006 , 30857 , 21.4200001
1350000 , 4 , 3 , 3131 , 3.44000006 , 30857 , 21.4200001
569000 , 5 , 3 , 3145 , 3.44000006 , 30857 , 21.4200001
849000 , 4 , 3 , 3168 , 3.44000006 , 30857 , 21.4200001
535000 , 5 , 6 , 3700 , 3.44000006 , 30857 , 21.4200001
610000 , 2 , 1 , 624 , 3.04999995 , 7861 , 36.9000015
675000 , 2 , 1 , 850 , 3.04999995 , 7861 , 36.9000015
425000 , 2 , 2 , 1188 , 3.04999995 , 7861 , 36.9000015
795000 , 3 , 2 , 1312 , 3.04999995 , 7861 , 36.9000015
754000 , 3 , 2 , 1400 , 3.04999995 , 7861 , 36.9000015
835000 , 2 , 2 , 1389 , 3.04999995 , 7861 , 36.9000015
650000 , 2 , 3 , 1786 , 3.04999995 , 7861 , 36.9000015
700000 , 3 , 2 , 1749 , 3.04999995 , 7861 , 36.9000015
1400000 , 3 , 4 , 2000 , 3.04999995 , 7861 , 36.9000015
799000 , 3 , 3 , 2028 , 3.04999995 , 7861 , 36.9000015
1295000 , 3 , 3 , 2118 , 3.04999995 , 7861 , 36.9000015
770000 , 3 , 2 , 2021 , 3.04999995 , 7861 , 36.9000015
1279000 , 2 , 2 , 2218 , 3.04999995 , 7861 , 36.9000015
774888 , 3 , 3 , 2107 , 3.04999995 , 7861 , 36.9000015
824900 , 3 , 3 , 2647 , 3.04999995 , 7861 , 36.9000015
949000 , 3 , 3 , 2535 , 3.04999995 , 7861 , 36.9000015
1195000 , 3 , 3 , 2716 , 3.04999995 , 7861 , 36.9000015
1599000 , 4 , 4 , 3900 , 3.04999995 , 7861 , 36.9000015
309500 , 2 , 2 , 966 , 3.95000005 , 46377 , 47.3699989
419000 , 2 , 2 , 958 , 3.95000005 , 46377 , 47.3699989
550000 , 3 , 2 , 1160 , 3.95000005 , 46377 , 47.3699989
459000 , 2 , 2 , 1193 , 3.95000005 , 46377 , 47.3699989
225000 , 3 , 2 , 1284 , 3.95000005 , 46377 , 47.3699989
155000 , 3 , 2 , 1368 , 3.95000005 , 46377 , 47.3699989
599000 , 3 , 2 , 1400 , 3.95000005 , 46377 , 47.3699989
759000 , 3 , 2 , 1400 , 3.95000005 , 46377 , 47.3699989
728234 , 3 , 3 , 1500 , 3.95000005 , 46377 , 47.3699989
509000 , 4 , 2 , 1542 , 3.95000005 , 46377 , 47.3699989
599000 , 2 , 3 , 1657 , 3.95000005 , 46377 , 47.3699989
439999 , 3 , 2 , 1658 , 3.95000005 , 46377 , 47.3699989
499500 , 3 , 3 , 1742 , 3.95000005 , 46377 , 47.3699989
734900 , 3 , 2 , 2100 , 3.95000005 , 46377 , 47.3699989
1595000 , 3 , 3 , 3182 , 3.95000005 , 46377 , 47.3699989
1499500 , 3 , 3 , 3589 , 3.95000005 , 46377 , 47.3699989
1750000 , 5 , 5 , 4192 , 3.95000005 , 46377 , 47.3699989
210000 , 3 , 1 , 900 , 4.03999996 , 46377 , 47.3699989
598000 , 3 , 2 , 1186 , 4.03999996 , 1355896 , 41.6699982
625000 , 3 , 2 , 1186 , 4.03999996 , 1355896 , 41.6699982
588500 , 3 , 2 , 1200 , 4.03999996 , 1355896 , 41.6699982
319000 , 3 , 2 , 1356 , 4.03999996 , 1355896 , 41.6699982
598000 , 3 , 2 , 1356 , 4.03999996 , 1355896 , 41.6699982
320000 , 3 , 2 , 1451 , 4.03999996 , 1355896 , 41.6699982
645000 , 3 , 2 , 1493 , 4.03999996 , 1355896 , 41.6699982
299000 , 3 , 2 , 1503 , 4.03999996 , 1355896 , 41.6699982
439500 , 4 , 2 , 1600 , 4.03999996 , 1355896 , 41.6699982
479900 , 3 , 3 , 2048 , 4.03999996 , 1355896 , 41.6699982
469900 , 4 , 2 , 2400 , 4.03999996 , 1355896 , 41.6699982
699000 , 3 , 3 , 2890 , 4.03999996 , 1355896 , 41.6699982
779000 , 3 , 2 , 1749 , 1.13 , 4418 , 40.0600014
1800000 , 4 , 2 , 2000 , 1.13 , 4418 , 40.0600014
640000 , 3 , 2 , 2178 , 1.13 , 4418 , 40.0600014
950000 , 5 , 4 , 2338 , 1.13 , 4418 , 40.0600014
1695000 , 4 , 4 , 2684 , 1.13 , 4418 , 40.0600014
387000 , 5 , 3 , 2400 , 2.94000006 , 25849 , 3.19000006
279000 , 4 , 2 , 1369 , 2.94000006 , 25849 , 3.19000006
375000 , 4 , 2 , 1900 , 4.92999983 , 102216 , 12.8500004
52500 , 2 , 2 , 1152 , 4.92999983 , 102216 , 12.8500004
545500 , 5 , 4 , 3140 , 4.92999983 , 102216 , 12.8500004
394900 , 4 , 2 , 1719 , 4.92999983 , 102216 , 12.8500004
259900 , 2 , 2 , 1078 , 4.92999983 , 102216 , 12.8500004
390000 , 3 , 2 , 2381 , 4.92999983 , 102216 , 12.8500004
319000 , 3 , 2 , 1442 , 4.92999983 , 102216 , 12.8500004
319000 , 2 , 2 , 1300 , 4.92999983 , 102216 , 12.8500004
35000 , 2 , 2 , 1140 , 4.92999983 , 102216 , 12.8500004
449900 , 3 , 2 , 2082 , 4.92999983 , 102216 , 12.8500004
323900 , 3 , 1 , 1253 , 4.92999983 , 102216 , 12.8500004
359000 , 4 , 2 , 1460 , 4.92999983 , 102216 , 12.8500004
289900 , 3 , 2 , 1400 , 4.92999983 , 102216 , 12.8500004
415000 , 3 , 2 , 1773 , 4.92999983 , 102216 , 12.8500004
365000 , 3 , 2 , 1325 , 4.92999983 , 102216 , 12.8500004
337000 , 3 , 2 , 1337 , 4.92999983 , 102216 , 12.8500004
430000 , 3 , 2 , 1619 , 4.92999983 , 102216 , 12.8500004
337500 , 3 , 2 , 1124 , 4.92999983 , 102216 , 12.8500004
335000 , 3 , 2 , 1190 , 4.92999983 , 102216 , 12.8500004
468000 , 4 , 3 , 2107 , 4.92999983 , 102216 , 12.8500004
379000 , 4 , 2 , 1316 , 4.92999983 , 102216 , 12.8500004
388000 , 3 , 2 , 1258 , 4.92999983 , 102216 , 12.8500004
525000 , 3 , 2 , 2300 , 4.92999983 , 102216 , 12.8500004
344900 , 3 , 3 , 1786 , 4.92999983 , 102216 , 12.8500004
425000 , 3 , 2 , 1603 , 4.92999983 , 102216 , 12.8500004
189900 , 2 , 2 , 1100 , 4.92999983 , 102216 , 12.8500004
459900 , 4 , 3 , 2352 , 4.92999983 , 102216 , 12.8500004
349000 , 4 , 2 , 1288 , 4.92999983 , 102216 , 12.8500004
559000 , 4 , 3 , 2569 , 4.92999983 , 102216 , 12.8500004
585000 , 4 , 3 , 2606 , 4.92999983 , 102216 , 12.8500004
499900 , 4 , 3 , 1966 , 4.92999983 , 102216 , 12.8500004
405000 , 3 , 3 , 1852 , 4.92999983 , 102216 , 12.8500004
359000 , 3 , 3 , 1546 , 4.92999983 , 102216 , 12.8500004
473500 , 3 , 3 , 2151 , 4.92999983 , 102216 , 12.8500004
409000 , 4 , 3 , 1878 , 4.92999983 , 102216 , 12.8500004
379000 , 3 , 2 , 1245 , 4.92999983 , 102216 , 12.8500004
33000 , 1 , 2 , 1000 , 4.92999983 , 102216 , 12.8500004
388000 , 3 , 2 , 1832 , 4.92999983 , 102216 , 12.8500004
155000 , 2 , 1 , 882 , 4.92999983 , 102216 , 12.8500004
895000 , 3 , 2 , 1572 , 4.92999983 , 102216 , 12.8500004
275000 , 3 , 2 , 1425 , 4.92999983 , 102216 , 12.8500004
265000 , 3 , 3 , 1580 , 4.92999983 , 102216 , 12.8500004
399900 , 4 , 3 , 2203 , 4.92999983 , 102216 , 12.8500004
425000 , 3 , 2 , 1255 , 4.92999983 , 102216 , 12.8500004
699000 , 2 , 3 , 1430 , 1.29999995 , 25849 , 3.19000006
439900 , 4 , 3 , 2295 , 4.92999983 , 102216 , 12.8500004
324500 , 2 , 2 , 1151 , 4.92999983 , 102216 , 12.8500004
549000 , 4 , 3 , 2945 , 4.92999983 , 102216 , 12.8500004
445000 , 3 , 2 , 1918 , 4.92999983 , 102216 , 12.8500004
359900 , 4 , 3 , 1718 , 4.92999983 , 102216 , 12.8500004
359000 , 3 , 2 , 1538 , 4.92999983 , 102216 , 12.8500004
469000 , 4 , 2 , 2069 , 4.92999983 , 102216 , 12.8500004
325000 , 3 , 2 , 1304 , 4.92999983 , 102216 , 12.8500004
300900 , 3 , 2 , 1395 , 4.92999983 , 102216 , 12.8500004
454999 , 4 , 3 , 2295 , 4.92999983 , 102216 , 12.8500004
462990 , 2 , 2 , 1583 , 4.92999983 , 102216 , 12.8500004
19900 , 2 , 2 , 1056 , 4.92999983 , 102216 , 12.8500004
1190000 , 3 , 3 , 3971 , 4.92999983 , 102216 , 12.8500004
750000 , 3 , 1 , 948 , 4.92999983 , 102216 , 12.8500004
490000 , 5 , 3 , 2500 , 4.92999983 , 102216 , 12.8500004
367990 , 3 , 2 , 1100 , 4.92999983 , 102216 , 12.8500004
355000 , 4 , 2 , 1761 , 4.92999983 , 102216 , 12.8500004
1150000 , 4 , 4 , 3750 , 4.92999983 , 102216 , 12.8500004
694500 , 3 , 3 , 2432 , 4.92999983 , 102216 , 12.8500004
569900 , 4 , 3 , 2576 , 4.92999983 , 102216 , 12.8500004
42500 , 3 , 2 , 1563 , 4.92999983 , 102216 , 12.8500004
429900 , 3 , 3 , 1552 , 4.92999983 , 102216 , 12.8500004
210000 , 3 , 2 , 1491 , 4.92999983 , 102216 , 12.8500004
310000 , 3 , 2 , 1157 , 4.92999983 , 102216 , 12.8500004
359900 , 3 , 2 , 1642 , 4.92999983 , 102216 , 12.8500004
347500 , 3 , 2 , 1544 , 4.92999983 , 102216 , 12.8500004
644900 , 3 , 3 , 2980 , 4.92999983 , 102216 , 12.8500004
323000 , 3 , 3 , 1952 , 4.92999983 , 102216 , 12.8500004
375000 , 2 , 3 , 1805 , 4.92999983 , 102216 , 12.8500004
349900 , 4 , 3 , 2495 , 4.92999983 , 102216 , 12.8500004
241680 , 4 , 2 , 1469 , 4.92999983 , 102216 , 12.8500004
354999 , 3 , 3 , 1921 , 4.92999983 , 102216 , 12.8500004
299000 , 3 , 2 , 1080 , 4.92999983 , 102216 , 12.8500004
300000 , 3 , 2 , 1053 , 4.92999983 , 102216 , 12.8500004
389000 , 4 , 2 , 1747 , 4.92999983 , 102216 , 12.8500004
225000 , 2 , 2 , 1034 , 4.92999983 , 102216 , 12.8500004
259900 , 3 , 2 , 1064 , 4.92999983 , 102216 , 12.8500004
379999 , 3 , 2 , 1828 , 4.92999983 , 102216 , 12.8500004
699000 , 5 , 3 , 3199 , 4.92999983 , 102216 , 12.8500004
195000 , 3 , 2 , 1226 , 4.92999983 , 102216 , 12.8500004
349000 , 3 , 2 , 1780 , 4.92999983 , 102216 , 12.8500004
542000 , 3 , 2 , 1784 , 4.92999983 , 102216 , 12.8500004
269000 , 4 , 2 , 1371 , 4.92999983 , 102216 , 12.8500004
280000 , 3 , 2 , 1158 , 4.92999983 , 102216 , 12.8500004
529000 , 4 , 3 , 2455 , 4.92999983 , 102216 , 12.8500004
55000 , 3 , 2 , 1152 , 4.92999983 , 102216 , 12.8500004
309000 , 3 , 2 , 1260 , 4.92999983 , 102216 , 12.8500004
199900 , 2 , 2 , 935 , 4.92999983 , 102216 , 12.8500004
510000 , 3 , 2 , 1916 , 4.92999983 , 102216 , 12.8500004
424900 , 3 , 2 , 1920 , 4.92999983 , 102216 , 12.8500004
399900 , 3 , 2 , 1395 , 4.92999983 , 102216 , 12.8500004
379900 , 4 , 2 , 1316 , 4.92999983 , 102216 , 12.8500004
459900 , 4 , 3 , 2302 , 4.92999983 , 102216 , 12.8500004
389900 , 3 , 2 , 1400 , 4.92999983 , 102216 , 12.8500004
1200000 , 5 , 3 , 3570 , 4.92999983 , 102216 , 12.8500004
468000 , 4 , 3 , 2170 , 4.92999983 , 102216 , 12.8500004
419000 , 4 , 3 , 1689 , 4.92999983 , 102216 , 12.8500004
599900 , 4 , 3 , 2195 , 4.92999983 , 102216 , 12.8500004
289900 , 3 , 3 , 1440 , 4.92999983 , 102216 , 12.8500004
399000 , 3 , 2 , 1612 , 4.92999983 , 102216 , 12.8500004
1000000 , 4 , 4 , 3160 , 4.92999983 , 102216 , 12.8500004
725000 , 3 , 3 , 2731 , 4.92999983 , 102216 , 12.8500004
473000 , 3 , 3 , 2151 , 4.92999983 , 102216 , 12.8500004
400500 , 3 , 3 , 1852 , 4.92999983 , 102216 , 12.8500004
430000 , 3 , 3 , 1552 , 4.92999983 , 102216 , 12.8500004
394920 , 3 , 2 , 1868 , 4.92999983 , 102216 , 12.8500004
374000 , 4 , 3 , 1529 , 4.92999983 , 102216 , 12.8500004
435000 , 3 , 2 , 1918 , 4.92999983 , 102216 , 12.8500004
295000 , 3 , 2 , 1274 , 4.92999983 , 102216 , 12.8500004
425000 , 3 , 3 , 1824 , 4.92999983 , 102216 , 12.8500004
267191 , 3 , 2 , 1232 , 4.92999983 , 102216 , 12.8500004
530000 , 4 , 3 , 2425 , 4.92999983 , 102216 , 12.8500004
529000 , 5 , 3 , 2902 , 4.92999983 , 102216 , 12.8500004
409000 , 4 , 3 , 1868 , 4.92999983 , 102216 , 12.8500004
70000 , 2 , 2 , 1344 , 4.92999983 , 102216 , 12.8500004
550000 , 5 , 3 , 2648 , 4.92999983 , 102216 , 12.8500004
269900 , 3 , 2 , 1688 , 4.92999983 , 102216 , 12.8500004
264900 , 3 , 1 , 988 , 4.92999983 , 102216 , 12.8500004
155000 , 2 , 2 , 969 , 4.92999983 , 102216 , 12.8500004
218900 , 3 , 2 , 1171 , 4.92999983 , 102216 , 12.8500004
259900 , 3 , 2 , 1167 , 4.92999983 , 102216 , 12.8500004
479000 , 3 , 2 , 2092 , 4.92999983 , 102216 , 12.8500004
425000 , 3 , 3 , 1944 , 4.92999983 , 102216 , 12.8500004
274744 , 3 , 2 , 1110 , 4.92999983 , 102216 , 12.8500004
299500 , 3 , 2 , 1110 , 4.92999983 , 102216 , 12.8500004
339000 , 3 , 2 , 1875 , 4.92999983 , 102216 , 12.8500004
475000 , 3 , 2 , 1714 , 4.92999983 , 102216 , 12.8500004
299900 , 3 , 2 , 1398 , 4.92999983 , 102216 , 12.8500004
800000 , 3 , 3 , 1631 , 4.92999983 , 102216 , 12.8500004
198000 , 3 , 2 , 1191 , 4.92999983 , 102216 , 12.8500004
299900 , 3 , 2 , 1342 , 4.92999983 , 102216 , 12.8500004
373000 , 3 , 3 , 2038 , 4.92999983 , 102216 , 12.8500004
322000 , 3 , 2 , 1296 , 4.92999983 , 102216 , 12.8500004
275000 , 3 , 2 , 1008 , 4.92999983 , 102216 , 12.8500004
221000 , 3 , 2 , 1180 , 4.92999983 , 102216 , 12.8500004
344900 , 3 , 2 , 1896 , 4.92999983 , 102216 , 12.8500004
222000 , 3 , 2 , 1145 , 4.92999983 , 102216 , 12.8500004
295000 , 3 , 2 , 1654 , 4.92999983 , 102216 , 12.8500004
575500 , 2 , 1 , 578 , 4.92999983 , 102216 , 12.8500004
519900 , 5 , 3 , 2200 , 4.92999983 , 102216 , 12.8500004
385000 , 3 , 2 , 1798 , 4.92999983 , 102216 , 12.8500004
243000 , 4 , 3 , 1477 , 4.92999983 , 102216 , 12.8500004
299999 , 3 , 2 , 1420 , 4.92999983 , 102216 , 12.8500004
299000 , 3 , 2 , 1402 , 4.92999983 , 102216 , 12.8500004
559000 , 3 , 3 , 2634 , 4.92999983 , 102216 , 12.8500004
208900 , 3 , 2 , 1171 , 4.92999983 , 102216 , 12.8500004
289900 , 3 , 2 , 1461 , 4.92999983 , 102216 , 12.8500004
829900 , 6 , 4 , 3213 , 4.92999983 , 102216 , 12.8500004
340000 , 3 , 2 , 1716 , 4.92999983 , 102216 , 12.8500004
509000 , 4 , 3 , 1830 , 4.92999983 , 102216 , 12.8500004
335500 , 4 , 3 , 1755 , 4.92999983 , 102216 , 12.8500004
285500 , 3 , 2 , 1261 , 4.92999983 , 102216 , 12.8500004
217000 , 3 , 2 , 1241 , 4.92999983 , 102216 , 12.8500004
72995 , 3 , 2 , 1722 , 4.92999983 , 102216 , 12.8500004
109550 , 3 , 2 , 1536 , 4.92999983 , 102216 , 12.8500004
425500 , 3 , 2 , 1428 , 4.92999983 , 102216 , 12.8500004
435000 , 5 , 4 , 2629 , 4.92999983 , 102216 , 12.8500004
272826 , 5 , 3 , 1589 , 4.92999983 , 102216 , 12.8500004
127918 , 2 , 2 , 953 , 4.92999983 , 102216 , 12.8500004
227000 , 3 , 2 , 1288 , 4.92999983 , 102216 , 12.8500004
319000 , 3 , 2 , 1253 , 4.92999983 , 102216 , 12.8500004
229500 , 3 , 2 , 1439 , 4.92999983 , 102216 , 12.8500004
378000 , 3 , 3 , 2150 , 4.92999983 , 102216 , 12.8500004
444900 , 4 , 3 , 2160 , 4.92999983 , 102216 , 12.8500004
364900 , 4 , 2 , 1999 , 4.92999983 , 102216 , 12.8500004
439000 , 4 , 3 , 2354 , 4.92999983 , 102216 , 12.8500004
440000 , 3 , 2 , 1918 , 4.92999983 , 102216 , 12.8500004
365000 , 3 , 2 , 1352 , 4.92999983 , 102216 , 12.8500004
329500 , 3 , 2 , 1517 , 4.92999983 , 102216 , 12.8500004
339900 , 3 , 2 , 1540 , 4.92999983 , 102216 , 12.8500004
59000 , 3 , 2 , 1440 , 4.92999983 , 102216 , 12.8500004
407000 , 4 , 3 , 2280 , 4.92999983 , 102216 , 12.8500004
229000 , 3 , 2 , 1080 , 4.92999983 , 102216 , 12.8500004
305000 , 4 , 2 , 1541 , 4.92999983 , 102216 , 12.8500004
324900 , 4 , 2 , 1515 , 4.92999983 , 102216 , 12.8500004
300000 , 3 , 2 , 1100 , 4.92999983 , 102216 , 12.8500004
349900 , 4 , 2 , 1666 , 4.92999983 , 102216 , 12.8500004
620000 , 4 , 3 , 2005 , 4.92999983 , 102216 , 12.8500004
424000 , 3 , 2 , 2138 , 4.92999983 , 102216 , 12.8500004
299000 , 3 , 2 , 1316 , 4.92999983 , 102216 , 12.8500004
197000 , 2 , 2 , 1084 , 4.92999983 , 102216 , 12.8500004
629000 , 5 , 3 , 2005 , 4.92999983 , 102216 , 12.8500004
429900 , 4 , 2 , 1435 , 4.92999983 , 102216 , 12.8500004
1165000 , 4 , 3 , 2458 , 4.92999983 , 102216 , 12.8500004
352000 , 5 , 3 , 1684 , 4.92999983 , 102216 , 12.8500004
895000 , 4 , 3 , 2748 , 4.92999983 , 102216 , 12.8500004
394000 , 2 , 2 , 1218 , 5.46999979 , 462 , 2.75999999
525000 , 4 , 2 , 1780 , 1.45000005 , 4964 , 23.0400009
552200 , 3 , 2 , 1727 , 1.45000005 , 4964 , 23.0400009
785000 , 5 , 3 , 3400 , 1.45000005 , 4964 , 23.0400009
780000 , 3 , 3 , 1580 , 1.29999995 , 25849 , 3.19000006
678900 , 3 , 2 , 1600 , 1.29999995 , 25849 , 3.19000006
650000 , 2 , 2 , 1500 , 1.29999995 , 25849 , 3.19000006
779000 , 3 , 2 , 1588 , 1.29999995 , 25849 , 3.19000006
589900 , 3 , 2 , 1650 , 1.29999995 , 25849 , 3.19000006
439000 , 3 , 3 , 1702 , 1.29999995 , 25849 , 3.19000006
679000 , 4 , 2 , 1809 , 1.29999995 , 25849 , 3.19000006
689000 , 2 , 1 , 1194 , 1.29999995 , 7674 , 28.8600006
599000 , 4 , 2 , 1979 , 1.29999995 , 7674 , 28.8600006
509000 , 3 , 2 , 1937 , 1.29999995 , 7674 , 28.8600006
634000 , 3 , 2 , 1840 , 1.29999995 , 7674 , 28.8600006
1295000 , 3 , 2 , 1920 , 1.29999995 , 7674 , 28.8600006
1350000 , 3 , 2 , 1950 , 1.29999995 , 7674 , 28.8600006
880000 , 2 , 3 , 2117 , 1.29999995 , 7674 , 28.8600006
3500000 , 4 , 3 , 3167 , 1.29999995 , 7674 , 28.8600006
899900 , 4 , 4 , 3200 , 1.29999995 , 7674 , 28.8600006
1225000 , 3 , 4 , 3266 , 1.29999995 , 7674 , 28.8600006
1140000 , 4 , 5 , 4636 , 1.29999995 , 7674 , 28.8600006
3499000 , 4 , 6 , 6892 , 1.29999995 , 7674 , 28.8600006
