154522 , 405000 , 3 , 2 , 1698 , 238.5159 , 3.44000006 , 30857 , 27967
146302 , 370000 , 3 , 2 , 1556 , 237.7892 , 3.44000006 , 30857 , 27967
140044 , 449000 , 3 , 2 , 1715 , 261.807587 , 3.44000006 , 30857 , 27967
150470 , 400000 , 3 , 2 , 1620 , 246.913574 , 3.44000006 , 30857 , 27967
149864 , 367000 , 3 , 2 , 1664 , 220.552887 , 3.44000006 , 30857 , 27967
150744 , 400000 , 3 , 2 , 1640 , 243.902435 , 3.44000006 , 30857 , 27967
150823 , 444900 , 3 , 2 , 1890 , 235.39682 , 3.44000006 , 30857 , 27967
151257 , 344000 , 3 , 2 , 1536 , 223.958328 , 3.44000006 , 30857 , 27967
151085 , 500000 , 3 , 2 , 1670 , 299.401184 , 3.44000006 , 30857 , 27967
154136 , 399000 , 3 , 2 , 1657 , 240.796616 , 3.44000006 , 30857 , 27967
150588 , 395000 , 3 , 2 , 1630 , 242.331284 , 3.44000006 , 30857 , 27967
