151293 , 3 , 2 , 1080
138730 , 3 , 2 , 1325
139427 , 3 , 2 , 1337
154474 , 3 , 2 , 1316
145448 , 3 , 2 , 1245
148736 , 3 , 2 , 1304
153953 , 3 , 2 , 1200
154028 , 3 , 2 , 1236
149616 , 3 , 2 , 1284
152068 , 3 , 2 , 1356
153264 , 3 , 2 , 1124
148744 , 3 , 2 , 982
140395 , 3 , 2 , 1124
149797 , 3 , 2 , 980
151903 , 3 , 2 , 1152
154131 , 3 , 2 , 1261
151498 , 3 , 2 , 1064
152854 , 3 , 2 , 1263
149839 , 3 , 2 , 1320
154489 , 3 , 2 , 1351
148195 , 3 , 2 , 1220
151857 , 3 , 2 , 1128
152002 , 3 , 2 , 1260
152683 , 3 , 2 , 1056
151876 , 3 , 2 , 1247
153927 , 3 , 2 , 1310
153088 , 3 , 2 , 1088
150194 , 3 , 2 , 1151
154276 , 3 , 2 , 1253
146496 , 3 , 2 , 1316
150981 , 3 , 2 , 1157
154401 , 3 , 2 , 1080
137570 , 3 , 2 , 1341
154510 , 3 , 2 , 1288
146986 , 3 , 2 , 1255
150294 , 3 , 2 , 1100
154414 , 3 , 2 , 1100
154378 , 3 , 2 , 1304
150929 , 3 , 2 , 1176
147603 , 3 , 2 , 1356
154418 , 3 , 2 , 1200
154479 , 3 , 2 , 1356
152978 , 3 , 2 , 1274
153785 , 3 , 2 , 1106
254484 , 3 , 2 , 1153
153432 , 3 , 2 , 1110
141188 , 3 , 2 , 1258
152265 , 3 , 2 , 1244
153828 , 3 , 2 , 1008
154241 , 3 , 2 , 1280
151681 , 3 , 2 , 1152
154322 , 3 , 2 , 1352
151864 , 3 , 2 , 1158
153769 , 3 , 2 , 1177
147611 , 3 , 2 , 1240
152019 , 3 , 2 , 1316
153850 , 3 , 2 , 1180
153668 , 3 , 2 , 1191
151772 , 3 , 2 , 1226
150455 , 3 , 2 , 1328
153791 , 3 , 2 , 1296
152122 , 3 , 2 , 1100
153000 , 3 , 2 , 1232
153500 , 3 , 2 , 1171
144204 , 3 , 2 , 1312
154066 , 3 , 2 , 1320
154501 , 3 , 2 , 1325
153370 , 3 , 2 , 1171
140460 , 3 , 2 , 1190
154060 , 3 , 2 , 1171
149922 , 3 , 2 , 1354
153633 , 3 , 2 , 1186
150240 , 3 , 2 , 1283
153259 , 3 , 2 , 1253
153876 , 3 , 2 , 1145
154223 , 3 , 2 , 1288
154010 , 3 , 2 , 1100
153734 , 3 , 2 , 1342
154145 , 3 , 2 , 1241
154566 , 3 , 2 , 1160
152014 , 3 , 2 , 1294
152291 , 3 , 2 , 1176
152906 , 3 , 2 , 1297
144238 , 3 , 2 , 1159
154071 , 3 , 2 , 1128
154430 , 3 , 2 , 1261
153371 , 3 , 2 , 1167
151724 , 3 , 2 , 1186
154335 , 3 , 2 , 1104
151882 , 3 , 2 , 1320
153234 , 3 , 2 , 1300
153268 , 3 , 2 , 1310
154399 , 3 , 2 , 1256
151913 , 3 , 2 , 1075
153428 , 3 , 2 , 1110
151296 , 3 , 2 , 1053
