146790 , 3 , 3
141232 , 3 , 3
153084 , 3 , 3
152326 , 3 , 3
154437 , 3 , 3
150857 , 3 , 3
146667 , 3 , 3
152820 , 3 , 3
147654 , 3 , 3
153411 , 3 , 3
148638 , 3 , 3
154038 , 3 , 3
154558 , 3 , 3
149860 , 3 , 3
142818 , 3 , 3
152914 , 3 , 3
144312 , 3 , 3
154461 , 3 , 3
142528 , 3 , 3
151711 , 3 , 3
144316 , 3 , 3
143534 , 3 , 3
144314 , 3 , 3
152677 , 3 , 3
154400 , 3 , 3
152856 , 3 , 3
153576 , 3 , 3
148806 , 3 , 3
152794 , 3 , 3
154298 , 3 , 3
151454 , 3 , 3
146320 , 3 , 3
152998 , 3 , 3
140073 , 3 , 3
152784 , 3 , 3
154242 , 3 , 3
151521 , 3 , 3
154205 , 3 , 3
153800 , 3 , 3
154015 , 3 , 3
151470 , 3 , 3
142829 , 3 , 3
151228 , 3 , 3
149813 , 3 , 3
153197 , 3 , 3
152716 , 3 , 3
153738 , 3 , 3
150969 , 3 , 3
151942 , 3 , 3
149207 , 3 , 3
151078 , 3 , 3
154557 , 3 , 3
152078 , 3 , 3
152806 , 3 , 3
154380 , 3 , 3
151080 , 3 , 3
150746 , 3 , 3
153175 , 3 , 3
154354 , 3 , 3
143217 , 3 , 3
154532 , 3 , 3
154367 , 3 , 3
154412 , 3 , 3
154441 , 3 , 3
154533 , 3 , 3
151126 , 3 , 3
153185 , 3 , 3
154428 , 3 , 3
153647 , 3 , 3
154413 , 3 , 3
132842 , 3 , 3
150773 , 3 , 3
151308 , 3 , 3
152565 , 3 , 3
151249 , 3 , 3
153656 , 3 , 3
150308 , 3 , 3
154466 , 3 , 3
154432 , 3 , 3
154257 , 3 , 3
152987 , 3 , 3
149369 , 3 , 3
154580 , 3 , 3
152405 , 3 , 3
154382 , 3 , 3
143252 , 3 , 3
153464 , 3 , 3
142340 , 3 , 3
153774 , 3 , 3
151832 , 3 , 3
151246 , 3 , 3
154058 , 3 , 3
140080 , 3 , 3
153746 , 3 , 3
139932 , 3 , 3
152263 , 3 , 3
136431 , 3 , 3
