151296 , 3 , 284.900299 , 4.92999983
150981 , 3 , 267.934326 , 4.92999983
141529 , 3 , 265.127899 , 4.92999983
154171 , 3 , 297.969177 , 4.92999983
153556 , 3 , 277.129517 , 4.92999983
153432 , 3 , 269.819824 , 4.92999983
152139 , 3 , 266.179535 , 4.92999983
152154 , 3 , 286.666656 , 4.92999983
140395 , 3 , 300.266907 , 4.92999983
139427 , 3 , 252.056839 , 4.92999983
139461 , 3 , 265.596039 , 4.92999983
152716 , 3 , 265.47052 , 4.92999983
151228 , 3 , 281.350494 , 5
138730 , 3 , 275.47171 , 4.92999983
152856 , 3 , 277.061859 , 4.92999983
140460 , 3 , 281.512604 , 4.92999983
154322 , 3 , 269.970428 , 4.92999983
154414 , 3 , 272.727264 , 4.92999983
154276 , 3 , 254.588989 , 4.92999983
153428 , 3 , 247.51712 , 4.92999983
153828 , 3 , 272.817474 , 4.92999983
141188 , 3 , 308.426086 , 4.92999983
150857 , 3 , 276.997437 , 4.92999983
151293 , 3 , 276.851837 , 4.92999983
145448 , 3 , 304.417664 , 4.92999983
153791 , 3 , 248.456787 , 4.92999983
152619 , 3 , 247.518616 , 4.92999983
150746 , 3 , 285.567444 , 4.92999983
136431 , 3 , 286.446289 , 5
153314 , 3 , 268.117401 , 4.92999983
152227 , 3 , 278.5 , 4.92999983
136282 , 3 , 258.499603 , 4.92999983
151824 , 3 , 303.811646 , 4.92999983
152487 , 3 , 303.234497 , 5
149813 , 3 , 299.672638 , 4.92999983
148736 , 3 , 249.233124 , 4.92999983
