153769 , 549000 , 3 , 2 , 466.440094
154518 , 599000 , 3 , 2 , 427.857147
146773 , 675000 , 3 , 2 , 418.215607
151681 , 550000 , 3 , 2 , 477.430542
154566 , 550000 , 3 , 2 , 474.137939
154479 , 598000 , 3 , 2 , 441.00296
148384 , 779000 , 3 , 2 , 445.397369
154372 , 659000 , 3 , 2 , 411.875
153953 , 588500 , 3 , 2 , 490.416656
254484 , 515000 , 3 , 2 , 446.660889
154497 , 725000 , 3 , 2 , 420.53363
150455 , 550000 , 3 , 2 , 414.156616
153606 , 645000 , 3 , 2 , 432.016083
154394 , 779000 , 3 , 2 , 490.554169
149797 , 479000 , 3 , 2 , 488.775513
150636 , 678900 , 3 , 2 , 424.3125
