152964 , 394920 , 3 , 2 , 1868 , 211.413269 , 12.8500004
153543 , 339000 , 3 , 2 , 1875 , 180.800003 , 12.8500004
153377 , 479000 , 3 , 2 , 2092 , 228.967499 , 12.8500004
151805 , 349000 , 3 , 2 , 1780 , 196.067413 , 12.8500004
152969 , 435000 , 3 , 2 , 1918 , 226.798752 , 12.8500004
153872 , 344900 , 3 , 2 , 1896 , 181.909286 , 12.8500004
138053 , 415000 , 3 , 2 , 1773 , 234.066559 , 12.8500004
153955 , 385000 , 3 , 2 , 1798 , 214.126801 , 12.8500004
147586 , 445000 , 3 , 2 , 1918 , 232.012512 , 12.8500004
152152 , 424900 , 3 , 2 , 1920 , 221.302078 , 12.8500004
154528 , 449900 , 3 , 2 , 2082 , 216.090302 , 12.8500004
153802 , 456000 , 3 , 2 , 1770 , 257.627106 , 14.1999998
151534 , 379999 , 3 , 2 , 1828 , 207.876907 , 12.8500004
145789 , 388000 , 3 , 2 , 1832 , 211.79039 , 12.8500004
154317 , 440000 , 3 , 2 , 1918 , 229.405624 , 12.8500004
152139 , 510000 , 3 , 2 , 1916 , 266.179535 , 12.8500004
