150256 , 1658 , 2 , 3 , 343390
150470 , 1620 , 2 , 3 , 400000
153900 , 1654 , 2 , 3 , 295000
141529 , 1603 , 2 , 3 , 425000
150966 , 1614 , 2 , 3 , 445900
151085 , 1670 , 2 , 3 , 500000
150199 , 1575 , 2 , 3 , 345000
153513 , 1662 , 2 , 3 , 329000
151000 , 1642 , 2 , 3 , 359900
153134 , 1603 , 2 , 3 , 333900
150638 , 1626 , 2 , 3 , 524000
149864 , 1664 , 2 , 3 , 367000
154402 , 1580 , 2 , 3 , 535000
152900 , 1682 , 2 , 3 , 525000
139461 , 1619 , 2 , 3 , 430000
145850 , 1639 , 2 , 3 , 415000
152586 , 1650 , 2 , 3 , 499000
153288 , 1688 , 2 , 3 , 269900
152619 , 1612 , 2 , 3 , 399000
151084 , 1680 , 2 , 3 , 325000
153971 , 1573 , 2 , 3 , 272000
150744 , 1640 , 2 , 3 , 400000
150588 , 1630 , 2 , 3 , 395000
153915 , 1658 , 2 , 3 , 439999
154136 , 1657 , 2 , 3 , 399000
