142340 , 824900 , 3 , 3
153800 , 924900 , 3 , 3
150746 , 694500 , 3 , 3
151832 , 799900 , 3 , 3
154413 , 699000 , 3 , 3
151454 , 971840 , 3 , 3
150969 , 759000 , 3 , 3
150308 , 780000 , 3 , 3
143534 , 735000 , 3 , 3
154367 , 700000 , 3 , 3
152716 , 725000 , 3 , 3
154432 , 945000 , 3 , 3
153084 , 799900 , 3 , 3
152914 , 979000 , 3 , 3
153576 , 800000 , 3 , 3
154412 , 979000 , 3 , 3
132842 , 869900 , 3 , 3
154532 , 879000 , 3 , 3
142829 , 974000 , 3 , 3
144314 , 849500 , 3 , 3
154437 , 885000 , 3 , 3
153197 , 825000 , 3 , 3
148638 , 774888 , 3 , 3
140073 , 728234 , 3 , 3
152784 , 799000 , 3 , 3
149207 , 799000 , 3 , 3
139932 , 699000 , 3 , 3
144316 , 694000 , 3 , 3
154354 , 845000 , 3 , 3
153656 , 900000 , 3 , 3
154558 , 949000 , 3 , 3
154580 , 799000 , 3 , 3
151470 , 895000 , 3 , 3
